question,subject,split,answer,final_prompt,len_tk_phi3_mini_4k_instruct
"After years of study, I have known there are only two types of people in this world:those who get to the airport early and those who arrive as the plane is about to take off. If there were any justice in this world, the early-airport people would be rewarded for doing the right thing and the late-airport people would be punished. But the early-airport people get ulcers , heart attacks and bite their fingernails to the bone. The late-airport people are hardly aware that they are flying. A guy of that kind once said, ""Don't hurry. If you miss your flight, it's because God didn't want you to go.""This is clearly a guy who is never going to get an ulcer. Early-airport people suffer another""name"". They are called exactly what they are--wimps . I know. I am an early-airport person for years. My luggage will get on the plane first, which makes it the last luggage they take off the plane after landing. Another strange thing:No matter how early I showed up, I was always told that someone had called two or three years ahead of me and asked for the best seat. I figured it was a trick. I figured there was someone in America who called every airline every day and said, ""Is that wimp Simon flying somewhere today? If he is, give me his seat. "" After a lifetime arguing with my wife over whether I really have to pack 24 hours in advance and set the alarm clock four hours ahead, I have learned another fact about early-airport people and late-airport people: They always marry each other. The purpose of writing the passage is to  _  .",,auxiliary_train-00000-of-00001,D,"After years of study, I have known there are only two types of people in this world:those who get to the airport early and those who arrive as the plane is about to take off. If there were any justice in this world, the early-airport people would be rewarded for doing the right thing and the late-airport people would be punished. But the early-airport people get ulcers , heart attacks and bite their fingernails to the bone. The late-airport people are hardly aware that they are flying. A guy of that kind once said, ""Don't hurry. If you miss your flight, it's because God didn't want you to go.""This is clearly a guy who is never going to get an ulcer. Early-airport people suffer another""name"". They are called exactly what they are--wimps . I know. I am an early-airport person for years. My luggage will get on the plane first, which makes it the last luggage they take off the plane after landing. Another strange thing:No matter how early I showed up, I was always told that someone had called two or three years ahead of me and asked for the best seat. I figured it was a trick. I figured there was someone in America who called every airline every day and said, ""Is that wimp Simon flying somewhere today? If he is, give me his seat. "" After a lifetime arguing with my wife over whether I really have to pack 24 hours in advance and set the alarm clock four hours ahead, I have learned another fact about early-airport people and late-airport people: They always marry each other. The purpose of writing the passage is to  _  .

Choices:
A. give useful tips on taking a plane
B. offer advice about catching a plane
C. express the writer's anxiety about taking planes
D. show people's two attitudes towards catching planes

Reply with exactly one uppercase letter out of A, B, C, or D.
",451
"Many of us believe that a person's mind becomes less active as he grows older.But this is not true,according to Dr.Lissy F.Jarvik,professor of psychiatry at the University of California,Los Angeles,and a board member of the New Center for Aging at the Veterans Hospital.She has studied the mental functioning of aging persons for several years.For example,one of her studies concerns 136 pairs of twins, who were first examined when they were already 60 years old.As Dr.Jarvik continued the study of the twins into their 70s and 80s,their minds did not generally decline as was expected. However,there was some decline in their psycho-motor speed. This means that it took them longer to accomplish mental tasks than it used to.But when speed was not a factor,they lost very little intellectual   ability over the years.In general,Dr.Jarvik's studies have shown that there is no decline in knowledge or reasoning ability.This is true not only into the 30s and 40s,but into the 60s and 70s as well. As for learning new things,and ability to remember,studies by Dr.Jarvik and others show that the old are equal to the young.It is true that older people themselves often complain that their memory is not as good as it once was.However,much of  what we call""loss of memory""is not that at a11. In the cases where the older person's mind really seems to decline,it is not necessarilv a sign of a decay due to becoming old or""senility"".Often it is simply a sign of a depressed emotional state.This depression usually can be got rid of by counseling with a psychologist,or medicine which fights depression. In American society,when an older person loses something,we tend to call him or her""senile"".But notice that when a younger person loses something,he does not blame it on senility or loss of memory.He finds some other excuse! A long-term study of 136 pairs of twins showed that the only factor that declined over the years was  .",,auxiliary_train-00000-of-00001,D,"Many of us believe that a person's mind becomes less active as he grows older.But this is not true,according to Dr.Lissy F.Jarvik,professor of psychiatry at the University of California,Los Angeles,and a board member of the New Center for Aging at the Veterans Hospital.She has studied the mental functioning of aging persons for several years.For example,one of her studies concerns 136 pairs of twins, who were first examined when they were already 60 years old.As Dr.Jarvik continued the study of the twins into their 70s and 80s,their minds did not generally decline as was expected. However,there was some decline in their psycho-motor speed. This means that it took them longer to accomplish mental tasks than it used to.But when speed was not a factor,they lost very little intellectual   ability over the years.In general,Dr.Jarvik's studies have shown that there is no decline in knowledge or reasoning ability.This is true not only into the 30s and 40s,but into the 60s and 70s as well. As for learning new things,and ability to remember,studies by Dr.Jarvik and others show that the old are equal to the young.It is true that older people themselves often complain that their memory is not as good as it once was.However,much of  what we call""loss of memory""is not that at a11. In the cases where the older person's mind really seems to decline,it is not necessarilv a sign of a decay due to becoming old or""senility"".Often it is simply a sign of a depressed emotional state.This depression usually can be got rid of by counseling with a psychologist,or medicine which fights depression. In American society,when an older person loses something,we tend to call him or her""senile"".But notice that when a younger person loses something,he does not blame it on senility or loss of memory.He finds some other excuse! A long-term study of 136 pairs of twins showed that the only factor that declined over the years was  .

Choices:
A. mental health
B. intellectual ability
C. the amount of knowledge
D. psycho-motor speed

Reply with exactly one uppercase letter out of A, B, C, or D.
",554
"In 1886 explorer Robert Peary traveled to Greenland for the U.S. Navy. Before his journey, no one knew Greenland's size or shape. On Peary's first trips, he explored Greenland, mapping parts of it. When Peary returned to the United States, he went to a businessman to sell some furs. There he met Matthew Henson, an African American mechanic, builder and navigator. When Peary went to Nicaragua on a Navy mission ,Henson went with him. When that job was over, the two headed to the Arctic. Henson and Peary set sail for Greenland. When they landed, Henson built a house for their base camp. Peary and his men set out to explore the land by dog sledge . Henson was injured and had to stay at the base. While there, he made friends with the Inuit, the native people. In 1895 Henson, Peary and Hugh Lee went out on another dog sledge journey. This time, they found Greenland's northernmost point. They now knew that the North Pole lay under the frozen Arctic Ocean. Peary had hoped to cross the ice. but the group ran out of food and returned to base camp. In the years that followed, Peary and Henson tried several times to reach the North Pole, but each time they failed. On one trip, Peary's feet froze, and he lost his toes . Peary and Henson planned last trip when Peary was 53 years old. They started across the sea ice from Ellesmere Island, which is located  north of Canada. The temperature dropped as low as--51 degrees Celsius. The explores' cheeks froze , and they suffered snow blindness from the sun's glare. They experienced high winds and storms, and they also faced a hidden danger. Under the frozen ocean were powerful currents . The ice moved and broke apart leaving open water, called leads. Twice Peary fell into leads. But eventually he and Henson became the first persons to reach the North Pole. What did Peary and Henson find in 1895?",,auxiliary_train-00000-of-00001,C,"In 1886 explorer Robert Peary traveled to Greenland for the U.S. Navy. Before his journey, no one knew Greenland's size or shape. On Peary's first trips, he explored Greenland, mapping parts of it. When Peary returned to the United States, he went to a businessman to sell some furs. There he met Matthew Henson, an African American mechanic, builder and navigator. When Peary went to Nicaragua on a Navy mission ,Henson went with him. When that job was over, the two headed to the Arctic. Henson and Peary set sail for Greenland. When they landed, Henson built a house for their base camp. Peary and his men set out to explore the land by dog sledge . Henson was injured and had to stay at the base. While there, he made friends with the Inuit, the native people. In 1895 Henson, Peary and Hugh Lee went out on another dog sledge journey. This time, they found Greenland's northernmost point. They now knew that the North Pole lay under the frozen Arctic Ocean. Peary had hoped to cross the ice. but the group ran out of food and returned to base camp. In the years that followed, Peary and Henson tried several times to reach the North Pole, but each time they failed. On one trip, Peary's feet froze, and he lost his toes . Peary and Henson planned last trip when Peary was 53 years old. They started across the sea ice from Ellesmere Island, which is located  north of Canada. The temperature dropped as low as--51 degrees Celsius. The explores' cheeks froze , and they suffered snow blindness from the sun's glare. They experienced high winds and storms, and they also faced a hidden danger. Under the frozen ocean were powerful currents . The ice moved and broke apart leaving open water, called leads. Twice Peary fell into leads. But eventually he and Henson became the first persons to reach the North Pole. What did Peary and Henson find in 1895?

Choices:
A. Greenland is near the Artic Ocean.
B. Ellesmere Island is located north of Canada.
C. The North Pole is located in the Artic Ocean.
D. Greenland's northernmost point is the North Pole.

Reply with exactly one uppercase letter out of A, B, C, or D.
",563
"There was a boy and his family was very rich. One day his father took him on a trip to a place. He wanted to show his son how poor people were there. They spent several days on a farm. There were many poor families living on the farm. On their way home, the father asked the son, ""How was the trip?"" ""It was great, Dad,"" the son answered. ""Did you notice how poor people were there?"" asked his father. ""Oh, yes,"" said the son. ""So, tell me,"" said his father. The son said, ""Well, we have one dog and they have four. We have a pool in our garden, while they have a river that has no end. We have expensive lanterns  , but they have stars above their heads at night. We have only a small piece of land to live on, while they have the endless fields. We buy our food, but they grow theirs. We have high walls around our houses to protect us, but they don't need walls, because their friends will protect them."" The father had nothing to say. Then the boy added, ""Thank you, Dad, for letting me see how poor we are."" When the father asked the son how the trip was, the son thought it   _  .",,auxiliary_train-00000-of-00001,A,"There was a boy and his family was very rich. One day his father took him on a trip to a place. He wanted to show his son how poor people were there. They spent several days on a farm. There were many poor families living on the farm. On their way home, the father asked the son, ""How was the trip?"" ""It was great, Dad,"" the son answered. ""Did you notice how poor people were there?"" asked his father. ""Oh, yes,"" said the son. ""So, tell me,"" said his father. The son said, ""Well, we have one dog and they have four. We have a pool in our garden, while they have a river that has no end. We have expensive lanterns  , but they have stars above their heads at night. We have only a small piece of land to live on, while they have the endless fields. We buy our food, but they grow theirs. We have high walls around our houses to protect us, but they don't need walls, because their friends will protect them."" The father had nothing to say. Then the boy added, ""Thank you, Dad, for letting me see how poor we are."" When the father asked the son how the trip was, the son thought it   _  .

Choices:
A. great
B. tiring
C. terrible
D. boring

Reply with exactly one uppercase letter out of A, B, C, or D.
",317
"It was Mother's Day,but the young mother was a little unhappy,because she was 800 miles away from her parents.In the morning she phoned her mother to wish her a happy Mother's Day,and her mother told her about the beautiful lilacs in the garden. Later that day,when she told her husband about the lilacs,he said,""I know where we can find all that you want.Get the children and come on.""So they went,driving down the country roads. There on a small hill,they saw a lot of beautiful purple lilacs.The young woman ran quickly to enjoy the flowers.Carefully,she picked a few here and a few there.On their way home there was a smile on her face. When they were passing a nursing home ,the young woman saw an old granny sitting in a chair.She had no children with her.They stopped the car and the young woman walked to the old woman,put the flowers in her hands,and smiled at her.The old granny thanked her again and again.She smiled happily,too. When the young mother came back to her car,her children asked her,""Who is that old granny?Why did you give our flowers to her?"" ""I don't know her,""their mother said.""But it's Mother's Day,and she has no children.I have all of you,and I still have my mother.Just think how much those flowers meant to her. There were many beautiful purple lilacs.",,auxiliary_train-00000-of-00001,C,"It was Mother's Day,but the young mother was a little unhappy,because she was 800 miles away from her parents.In the morning she phoned her mother to wish her a happy Mother's Day,and her mother told her about the beautiful lilacs in the garden. Later that day,when she told her husband about the lilacs,he said,""I know where we can find all that you want.Get the children and come on.""So they went,driving down the country roads. There on a small hill,they saw a lot of beautiful purple lilacs.The young woman ran quickly to enjoy the flowers.Carefully,she picked a few here and a few there.On their way home there was a smile on her face. When they were passing a nursing home ,the young woman saw an old granny sitting in a chair.She had no children with her.They stopped the car and the young woman walked to the old woman,put the flowers in her hands,and smiled at her.The old granny thanked her again and again.She smiled happily,too. When the young mother came back to her car,her children asked her,""Who is that old granny?Why did you give our flowers to her?"" ""I don't know her,""their mother said.""But it's Mother's Day,and she has no children.I have all of you,and I still have my mother.Just think how much those flowers meant to her. There were many beautiful purple lilacs.

Choices:
A. in her garden
B. in the market
C. in her mother's garden
D. in the nursing home

Reply with exactly one uppercase letter out of A, B, C, or D.
",389
"Bears are found in Asia, Africa and America. They are very strong, with short tails and thick legs. Bears eat almost everything. They seem to enjoy meat, vegetables, fruit, milk and rice. Bears are not quite dangerous as people imagine them to be. Like most animals, they will try to stay away from human beings. However, bears are not weak animals. Sometimes they kill hunters, for they can be very dangerous. Bears have a good sense of smell but they have poor eyesight. They are also hard of hearing but they are very clever. They feed mainly on roots, frogs, fish and also small insects. They will sometimes kill deer and other large animals, but they seem to like small animals better. In the cold area, bears hibernate, or go to sleep from October to April. Before they start to hibernate, they eat a lot and store fat. The mother bear has its babies, usually two, towards the end of hibernation. A large bear is much cleverer than a cat and most other animals. You may notice at the zoo how cleverly they ask for food. They sit up and hold out their paws. You would have to teach a dog such a trick but the bears learn this by themselves. They are also hard of hearing. means they  _  .",,auxiliary_train-00000-of-00001,C,"Bears are found in Asia, Africa and America. They are very strong, with short tails and thick legs. Bears eat almost everything. They seem to enjoy meat, vegetables, fruit, milk and rice. Bears are not quite dangerous as people imagine them to be. Like most animals, they will try to stay away from human beings. However, bears are not weak animals. Sometimes they kill hunters, for they can be very dangerous. Bears have a good sense of smell but they have poor eyesight. They are also hard of hearing but they are very clever. They feed mainly on roots, frogs, fish and also small insects. They will sometimes kill deer and other large animals, but they seem to like small animals better. In the cold area, bears hibernate, or go to sleep from October to April. Before they start to hibernate, they eat a lot and store fat. The mother bear has its babies, usually two, towards the end of hibernation. A large bear is much cleverer than a cat and most other animals. You may notice at the zoo how cleverly they ask for food. They sit up and hold out their paws. You would have to teach a dog such a trick but the bears learn this by themselves. They are also hard of hearing. means they  _  .

Choices:
A. have big ears
B. cannot see
C. cannot hear well
D. can hear even weak noise

Reply with exactly one uppercase letter out of A, B, C, or D.
",334
"BRITAIN is a popular tourist place. But tours of the country have advantages and disadvantages . ADVANTAGES Free museums. No charge for good collections of art works. Pop music. Britain is the only country to rival(...)the US on this point. Cabs. London taxi drivers well know where they are going. Choice of food. Visitors can find food from every corner of the world . Fashion. Not only do fashion junkies love deeply and respect highly brand names such as Vivienne Westwood, Alexander McQueen; street styles are justly loved, too. DISADVANTAGES Poor service. People can dine out on the rudeness they have experienced,"" says Professor Tony Seaton, of  Luton University's International Tourism Research Center. Poor public transport. Trains and buses are promised to defeat tourists who have the most patience, so the over- crowded London tube is inexplicably  popular. Rain. Still in the number one complaint. Overpriced hotels. The only European country with a higher rate of tax on hotel rooms is Denmark. Drinking hours. Alcohol  is in short supply after 11 pm even in ""24-hour cities"". Which of the following is true according to the passage?",,auxiliary_train-00000-of-00001,D,"BRITAIN is a popular tourist place. But tours of the country have advantages and disadvantages . ADVANTAGES Free museums. No charge for good collections of art works. Pop music. Britain is the only country to rival(...)the US on this point. Cabs. London taxi drivers well know where they are going. Choice of food. Visitors can find food from every corner of the world . Fashion. Not only do fashion junkies love deeply and respect highly brand names such as Vivienne Westwood, Alexander McQueen; street styles are justly loved, too. DISADVANTAGES Poor service. People can dine out on the rudeness they have experienced,"" says Professor Tony Seaton, of  Luton University's International Tourism Research Center. Poor public transport. Trains and buses are promised to defeat tourists who have the most patience, so the over- crowded London tube is inexplicably  popular. Rain. Still in the number one complaint. Overpriced hotels. The only European country with a higher rate of tax on hotel rooms is Denmark. Drinking hours. Alcohol  is in short supply after 11 pm even in ""24-hour cities"". Which of the following is true according to the passage?

Choices:
A. You have to pay to visit the museums.
B. Only clothing with brand names are sold in London .
C. You cannot find Chinese food there.
D. The public transport is poor there.

Reply with exactly one uppercase letter out of A, B, C, or D.
",357
"In tough economic times, school counselors   don't just wait for students to come to their offices in search of college brochures, health pamphlets or other help. These days, they are looking for at-risk kids to prevent personal or academic troubles before they arise. Nowadays, students and families need the guidance more than ever.  Counselors play a steadying role in schools as the economy weighs on families, college admission becomes even more competitive, immigration continues to reshape the population and state-testing pressures many students. They use computers to search through attendance data, grades and standardized test scores for kids who might need extra help.  Schlatter, director of guidance and counseling at Prince William County's Woodbridge Senior High School, has checked attendance records against grades and test results to start peer groups   for students who are failing classes but not skipping them. She said group counseling is another way to reach more students though it can be difficult. ""Kids really do start helping and sharing with each other.""  At Fairfax High School, counselors found through surveys that students who transferred   to the school after ninth grade enjoyed school significantly less than those who had been there all four years. The counseling staff set up a special program and group for new arrivals in response, said Marcy Miller, the school's director of student services. Counseling staff members also have started small study groups for students to prepare for state Standards of Learning exams, which Miller said have helped raise test scores. She said that some of the newest counselors have had some of the freshest ideas. What would the author most probably discuss in the following part?",,auxiliary_train-00000-of-00001,C,"In tough economic times, school counselors   don't just wait for students to come to their offices in search of college brochures, health pamphlets or other help. These days, they are looking for at-risk kids to prevent personal or academic troubles before they arise. Nowadays, students and families need the guidance more than ever.  Counselors play a steadying role in schools as the economy weighs on families, college admission becomes even more competitive, immigration continues to reshape the population and state-testing pressures many students. They use computers to search through attendance data, grades and standardized test scores for kids who might need extra help.  Schlatter, director of guidance and counseling at Prince William County's Woodbridge Senior High School, has checked attendance records against grades and test results to start peer groups   for students who are failing classes but not skipping them. She said group counseling is another way to reach more students though it can be difficult. ""Kids really do start helping and sharing with each other.""  At Fairfax High School, counselors found through surveys that students who transferred   to the school after ninth grade enjoyed school significantly less than those who had been there all four years. The counseling staff set up a special program and group for new arrivals in response, said Marcy Miller, the school's director of student services. Counseling staff members also have started small study groups for students to prepare for state Standards of Learning exams, which Miller said have helped raise test scores. She said that some of the newest counselors have had some of the freshest ideas. What would the author most probably discuss in the following part?

Choices:
A. What assistance they can offer.
B. The significance of their counseling job.
C. Other approaches to counseling at-risk kids.
D. The barriers of counseling the students with troubles.

Reply with exactly one uppercase letter out of A, B, C, or D.
",449
"Many pets got separated from their families almost two years ago, when Superstorm Sandy hit the East Coast. A New Jersey family was one of them. They lost their dog. He got away from their  backyard during the storm. Chuck James said that his family searched for the brown-and-white dog named Reckless for  months after the October 2012 storm. Reckless was a cute dog which brought much pleasure to the  whole family, and the youngest daughter Tiffany loved him most. They played together, watched TV together, ate popcorn together and Reckless even saw Tiffany off when she headed for the kindergarten every morning. Chuck James kept searching for the lovely dog in every possible way, but no luck ""We reported him missing and called the shelters from time to time, just hoping they had  him,"" James said. ""We always kept our hopes up, but finally it was time to move on."" James said the family had planned to get a new dog. The dog was to be a tenth birthday surprise for their eldest daughter, Ally. The family of five went to the Monmouth County  SPCA( Society for the Prevention of Cruelty to Animals) to adopt a new animal. When James and his wife walked  close to the first cage, they saw a familiar face inside. ""He was a little bigger than I remembered because they had fed him well,"" James joked.  ""But then he was lying on my wife's feet and I knew it was him. It was unbelievable. I know this dog is meant to be with our family."" When SPCA officials asked if they could prove the animal was their dog, a friend sent a _ showing the family, with their dog before Sandy hit the East Coast. ""We're all so happy to have him back."" James said.  The family is living in hotel while their  home is being repaired. This weekend, the James went on camping trip with Reckless to celebrate the dog's return What happened to the James when Super Storm Sandy hit the East Coast?",,auxiliary_train-00000-of-00001,B,"Many pets got separated from their families almost two years ago, when Superstorm Sandy hit the East Coast. A New Jersey family was one of them. They lost their dog. He got away from their  backyard during the storm. Chuck James said that his family searched for the brown-and-white dog named Reckless for  months after the October 2012 storm. Reckless was a cute dog which brought much pleasure to the  whole family, and the youngest daughter Tiffany loved him most. They played together, watched TV together, ate popcorn together and Reckless even saw Tiffany off when she headed for the kindergarten every morning. Chuck James kept searching for the lovely dog in every possible way, but no luck ""We reported him missing and called the shelters from time to time, just hoping they had  him,"" James said. ""We always kept our hopes up, but finally it was time to move on."" James said the family had planned to get a new dog. The dog was to be a tenth birthday surprise for their eldest daughter, Ally. The family of five went to the Monmouth County  SPCA( Society for the Prevention of Cruelty to Animals) to adopt a new animal. When James and his wife walked  close to the first cage, they saw a familiar face inside. ""He was a little bigger than I remembered because they had fed him well,"" James joked.  ""But then he was lying on my wife's feet and I knew it was him. It was unbelievable. I know this dog is meant to be with our family."" When SPCA officials asked if they could prove the animal was their dog, a friend sent a _ showing the family, with their dog before Sandy hit the East Coast. ""We're all so happy to have him back."" James said.  The family is living in hotel while their  home is being repaired. This weekend, the James went on camping trip with Reckless to celebrate the dog's return What happened to the James when Super Storm Sandy hit the East Coast?

Choices:
A. Their house lay in ruins after the storm.
B. Their pet dog Reckless went missing.
C. Their pet dog Reckless was adopted by another family.
D. They found their pet dog Reckless badly injured.

Reply with exactly one uppercase letter out of A, B, C, or D.
",541
"Humans have long been interested greatly in the idea of being able to walk on water. Sadly, biological facts prevent us ever realizing this dream without artificial aid--we simply weigh too much, and all our weight pushes down through our relatively small feet, resulting in a lot of pressure that makes us sink. However, several types of animals can walk on water. One of the most interesting is the common basilisk Basilicus basilicus, a lizard   native to Central and South America. It can run across water for a distance of several meters, avoiding getting wet by rapidly hitting the water's surface with its feet. The lizard will reach a speed of 20 steps per second to keep moving forward. For humans, we would need huge feet that we could bring up to our ears in order to create enough ""hitting"". But fortunately there is an alternative: cornflour . By adding enough of this common thickening agent to water (and it does take a lot), you can create a special mixture that doesn't behave like normal water. Now, if the surface of the water is hit hard enough, particles  in the water get together for a moment to make the surface hard. Move quickly enough and put enough force into each step, and you really can walk across the surface of this adequately thick liquid of cornflour. Fun though all this may sound, it's still rather messy and better read about in theory than carried out in practice. If you must do it, then keep the water wings  ready in case you start to sink--and take a bath afterward! What is the author's attitude toward the idea of humans' walking on water?",,auxiliary_train-00000-of-00001,B,"Humans have long been interested greatly in the idea of being able to walk on water. Sadly, biological facts prevent us ever realizing this dream without artificial aid--we simply weigh too much, and all our weight pushes down through our relatively small feet, resulting in a lot of pressure that makes us sink. However, several types of animals can walk on water. One of the most interesting is the common basilisk Basilicus basilicus, a lizard   native to Central and South America. It can run across water for a distance of several meters, avoiding getting wet by rapidly hitting the water's surface with its feet. The lizard will reach a speed of 20 steps per second to keep moving forward. For humans, we would need huge feet that we could bring up to our ears in order to create enough ""hitting"". But fortunately there is an alternative: cornflour . By adding enough of this common thickening agent to water (and it does take a lot), you can create a special mixture that doesn't behave like normal water. Now, if the surface of the water is hit hard enough, particles  in the water get together for a moment to make the surface hard. Move quickly enough and put enough force into each step, and you really can walk across the surface of this adequately thick liquid of cornflour. Fun though all this may sound, it's still rather messy and better read about in theory than carried out in practice. If you must do it, then keep the water wings  ready in case you start to sink--and take a bath afterward! What is the author's attitude toward the idea of humans' walking on water?

Choices:
A. It is risky but beneficial.
B. It is impractical though possible in thoery.
C. It is crazy and cannot become a reality.
D. It is interesting and worth trying.

Reply with exactly one uppercase letter out of A, B, C, or D.
",431
"Last summer holiday, I took a trip to Yunnan. It is in the southern part of our country .It is really a very beautiful place-grand mountains, clean rivers and kind people. Trees and flowers are seen everywhere. Every year there are lots and lots of visitors. Maybe you have heard about Shi Lin (stone forests). There are all kinds of strange stones. Some of the small stones look like graceful girls; and the big stones look like handsome men. Other stones look like cats, peafowls, double-edged swords, mice, elephants and so on. Of all the stones, the stone like a beautiful girl in a legend is the most famous .Its name is A Shima. I also went to Li Jiang. The roads in that city are just like the Eight Diagrams. Any road in the city goes to the center of Li Jiang. A river runs through the whole city. If you go along the river, you'll never get lost. There are many ethnic minority people in Yunnan. They are very cordial. And they all like singing and dancing. We danced with them around the campfire that night. I really had a good time. I like the elephants and fruits there best. An elephant is even taller than me! I even mounted the elephant, though I was very afraid at first. But the elephant seemed very friendly. I took some photos with it. The fruits there are very fresh and delicious. They are very good for our health. The trip to Yunnan impressed me greatly. I will never forget it. Which of the following is not true?",,auxiliary_train-00000-of-00001,C,"Last summer holiday, I took a trip to Yunnan. It is in the southern part of our country .It is really a very beautiful place-grand mountains, clean rivers and kind people. Trees and flowers are seen everywhere. Every year there are lots and lots of visitors. Maybe you have heard about Shi Lin (stone forests). There are all kinds of strange stones. Some of the small stones look like graceful girls; and the big stones look like handsome men. Other stones look like cats, peafowls, double-edged swords, mice, elephants and so on. Of all the stones, the stone like a beautiful girl in a legend is the most famous .Its name is A Shima. I also went to Li Jiang. The roads in that city are just like the Eight Diagrams. Any road in the city goes to the center of Li Jiang. A river runs through the whole city. If you go along the river, you'll never get lost. There are many ethnic minority people in Yunnan. They are very cordial. And they all like singing and dancing. We danced with them around the campfire that night. I really had a good time. I like the elephants and fruits there best. An elephant is even taller than me! I even mounted the elephant, though I was very afraid at first. But the elephant seemed very friendly. I took some photos with it. The fruits there are very fresh and delicious. They are very good for our health. The trip to Yunnan impressed me greatly. I will never forget it. Which of the following is not true?

Choices:
A. There are all kinds of strange stones in Stone Forests in Yunnan.
B. Some of the stones look like animals while some others like people.
C. The elephant is tall and fierce to visitors when it's hungry.
D. LYunnan had a nice impression on the writer.

Reply with exactly one uppercase letter out of A, B, C, or D.
",460
"Not everyonewhoteaches in acollegeor university is a professor. Many are instructors or lecturers. In fact, not even all professors are full professors. Many of them are assistant or associate professors or adjunct professors. So what do all of these different academic titles mean at American colleges and universities? Get ready for a short lecture, especially if you are thinking of a career in higher education. Professors usually need a doctoral degree. But sometimes a school will offer positions to people who have not yet received their doctorate. This person would be called an instructor until the degree has been completed. After that, the instructor could become an assistant professor. Assistant professors do not have tenure. Tenure means a permanent appointment. This goal of greater job security is harder to reach these days. Fewer teaching positions offer the chance for tenure. Teachers and researchers who are hired into positions that do offer it are said to be ""on the tenure track."" Assistant professor is the first job on this path. Assistant professors generally have five to seven years to gain tenure. During this time, other faculty members study the person's work. If tenure is denied, then the assistant professor usually has a year to find another job. Candidates for tenure may feel great pressure to get research published. ""Publish or perish"" is the traditional saying. An assistant professor who receives tenure becomes an associate professor. An associate professor may later be appointed a full professor. Assistant, associate and full professors perform many duties. They teach classes. They advise students. And they carry out research. They also serve on committees and take part in other activities. Other faculty members are not expected to do all these jobs. They are not on a tenure track. Instead, they might be in adjunct or visiting positions. A visiting professor has a job at one school but works at another for a period of time. An adjunct professor is also a limited or part-time position, to do research or teach classes. Adjunct professors have a doctorate. Another position is that of lecturer. Lecturers teach classes, but they may or may not have a doctorate. Which of the following positions should have a doctor degree?",,auxiliary_train-00000-of-00001,D,"Not everyonewhoteaches in acollegeor university is a professor. Many are instructors or lecturers. In fact, not even all professors are full professors. Many of them are assistant or associate professors or adjunct professors. So what do all of these different academic titles mean at American colleges and universities? Get ready for a short lecture, especially if you are thinking of a career in higher education. Professors usually need a doctoral degree. But sometimes a school will offer positions to people who have not yet received their doctorate. This person would be called an instructor until the degree has been completed. After that, the instructor could become an assistant professor. Assistant professors do not have tenure. Tenure means a permanent appointment. This goal of greater job security is harder to reach these days. Fewer teaching positions offer the chance for tenure. Teachers and researchers who are hired into positions that do offer it are said to be ""on the tenure track."" Assistant professor is the first job on this path. Assistant professors generally have five to seven years to gain tenure. During this time, other faculty members study the person's work. If tenure is denied, then the assistant professor usually has a year to find another job. Candidates for tenure may feel great pressure to get research published. ""Publish or perish"" is the traditional saying. An assistant professor who receives tenure becomes an associate professor. An associate professor may later be appointed a full professor. Assistant, associate and full professors perform many duties. They teach classes. They advise students. And they carry out research. They also serve on committees and take part in other activities. Other faculty members are not expected to do all these jobs. They are not on a tenure track. Instead, they might be in adjunct or visiting positions. A visiting professor has a job at one school but works at another for a period of time. An adjunct professor is also a limited or part-time position, to do research or teach classes. Adjunct professors have a doctorate. Another position is that of lecturer. Lecturers teach classes, but they may or may not have a doctorate. Which of the following positions should have a doctor degree?

Choices:
A. Instructors and lectures
B. Assistant professors and instructors
C. Lectures and adjunct professors
D. Assistant and adjunct professors

Reply with exactly one uppercase letter out of A, B, C, or D.
",552
