ind,activity_label,ctx,answer,final_prompt,len_tk_mistral_7b_instruct
44843.0,Playing drums,"A young girl with a ponytail plays a drumkit, she appears to a trained musician. The girl focuses on one particular drum. the girl",B,"Context:
""A young girl with a ponytail plays a drumkit, she appears to a trained musician. The girl focuses on one particular drum. the girl""

Which of the following endings best completes the context?

Choices:
A. looks up and sits still.
B. continues to play different parts of the drumkit.
C. enters the stage to show her school uniform consisting of shorts, a hat and slippers.
D. continues playing the drum kit, the musician looks at her blankly.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
17066.0,Sumo,A sumo wrestler is walking up to another man in a field. They engage in a wrestling match togheter. they,C,"Context:
""A sumo wrestler is walking up to another man in a field. They engage in a wrestling match togheter. they""

Which of the following endings best completes the context?

Choices:
A. advance behind him as he flips over and gets pinned to the ground.
B. twist and turn and swing at the other man over and over.
C. push and pull as people watch.
D. stand on either side of the wrestler with one pushing the other.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
44056.0,Getting a piercing,A man with tattoed arms swabs the ear of young lady with an ear swab. the lady,C,"Context:
""A man with tattoed arms swabs the ear of young lady with an ear swab. the lady""

Which of the following endings best completes the context?

Choices:
A. stands in front of the camera before the scene changes to a closeup of her watching youtube.
B. is then shown in her karate uniform.
C. stand up and looks at herself in the mirror.
D. continue dancing while the man wraps an arm around her waist and the keep dancing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
44538.0,Baton twirling,We see a lady performs a baton routine in a arena. The lady spins and catches her baton. The lady flips forwards and backwards and catches her baton. the lady,C,"Context:
""We see a lady performs a baton routine in a arena. The lady spins and catches her baton. The lady flips forwards and backwards and catches her baton. the lady""

Which of the following endings best completes the context?

Choices:
A. lets go and spins and catches her baton.
B. spins and flips mid air.
C. spins and catches her baton again.
D. flips around the court.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
17532.0,Rope skipping,"A website address is seen and then the words ""introduction to rope skipping"". then there",B,"Context:
""A website address is seen and then the words ""introduction to rope skipping"". then there""

Which of the following endings best completes the context?

Choices:
A. are pictures of scuba divers on their boards as well as tips to good adventure.
B. is a girl in shorts and a tank top jumping rope.
C. is a segment of a large group of young kids hanging on tight rope.
D. are clips of a young man being led by a woman on a rope.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
48949.0,Putting on makeup,The child retrieves a compact from the purse. The adult removes it from the child and places it on the table. the child,A,"Context:
""The child retrieves a compact from the purse. The adult removes it from the child and places it on the table. the child""

Which of the following endings best completes the context?

Choices:
A. retrieves a pen from the purse.
B. takes instant noodles and starts eating it in two bites.
C. shows a toothbrush and comb.
D. continues redecorating the nike stop, while reaching into the purse for another compact.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
27984.0,Chopping wood,A man is seen standing in the woods holding an ax and walking closer to a log. the man,D,"Context:
""A man is seen standing in the woods holding an ax and walking closer to a log. the man""

Which of the following endings best completes the context?

Choices:
A. takes out some snow to put on the logs.
B. then reaches the side of the log and continues to pull on the ax and swing back and fourth.
C. starts cutting the logs while looking back to the camera.
D. steps on the log a bit followed by him swinging the ax on the log.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
5870.0,Spinning,A man is seen speaking to the camera while riding an exercise bike. He moves his legs quickly while standing on the bike. he,D,"Context:
""A man is seen speaking to the camera while riding an exercise bike. He moves his legs quickly while standing on the bike. he""

Which of the following endings best completes the context?

Choices:
A. continues riding around on the bike while looking back to speak to the camera.
B. then rides past several more bikes.
C. continues to ride the bike around and ends by standing still and speaking.
D. continues to ride the bike while smiling and speaking to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
41429.0,Building sandcastles,A woman on a beach begins to build a sand castle. a man,C,"Context:
""A woman on a beach begins to build a sand castle. a man""

Which of the following endings best completes the context?

Choices:
A. then comes and paper towels to create a kind of dragon flag that flies in the brisk wind in the background.
B. and a girl begin to build various castles together in their backyard while people go to the beach.
C. comes over and begins to build the sand castle with her.
D. comes and picks up the sand castle.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
33859.0,Bullfighting,"People handles bulls in a rodeo ring, a man is throw to the air by a bull. people",C,"Context:
""People handles bulls in a rodeo ring, a man is throw to the air by a bull. people""

Which of the following endings best completes the context?

Choices:
A. watch on front the gates of the rodeo ring.
B. perform flips off a bull.
C. are throw by bulls to the ground while jumping and kicking with the back legs while people watch the rodeo.
D. prepare calf shit, after a bull runs in a ring into a man.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
2676.0,Playing piano,The piano player is shown playing with another person seated beside him. The playing is seen from a hand close up view again. the second man,A,"Context:
""The piano player is shown playing with another person seated beside him. The playing is seen from a hand close up view again. the second man""

Which of the following endings best completes the context?

Choices:
A. imitates the first man.
B. is played and is shown laying in the grass holding a piano.
C. is now playing with a man serving his serve.
D. is seen playing the piano fully covered by a person sitting behind him trying to capture his movements.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
15418.0,River tubing,"A woman walks to the bank of a river holding a camera. Suddenly, two men appears sailing in inflatable boats while the woman takes pictures. other people",B,"Context:
""A woman walks to the bank of a river holding a camera. Suddenly, two men appears sailing in inflatable boats while the woman takes pictures. other people""

Which of the following endings best completes the context?

Choices:
A. is rowing in the boats.
B. sail on individual boats in the choppy waters in the river.
C. sail in inflatable boats while standing on a bridge.
D. are shown riding the boats and a person who saves a man's life.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
21459.0,Making a cake,A man pours in rum into the pot and stirs it. They poke holes in the cake with knives and pour the mixture on it. they,D,"Context:
""A man pours in rum into the pot and stirs it. They poke holes in the cake with knives and pour the mixture on it. they""

Which of the following endings best completes the context?

Choices:
A. spoon it into numerous bowls and pour in rice cake together.
B. pours it in an oven boiling water.
C. then take the cake apart and place it in a bowl.
D. stand in front of the cake again and talk.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
35677.0,Croquet,People are playing a game where they hit a ball with a stick. A man is seen sitting on the grass behind a goal. a m an,C,"Context:
""People are playing a game where they hit a ball with a stick. A man is seen sitting on the grass behind a goal. a m an""

Which of the following endings best completes the context?

Choices:
A. couple is standing next to the goal area.
B. a segment has two men standing before him holding a ball.
C. is holding a bottle and a pitcher of juice.
D. a little girl runs and throws the ball to a man sitting on the grass.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
36613.0,Doing fencing,There are two fencing opponents in the center of the screen. We are concentrated on these two for the duration. the match,A,"Context:
""There are two fencing opponents in the center of the screen. We are concentrated on these two for the duration. the match""

Which of the following endings best completes the context?

Choices:
A. is interrupted only by an interview with the fencing students.
B. begins and the two boxers engage in a fight.
C. ends with both boxers shaking hands and smiling at each other.
D. begins and the two boxers hit back and forth ferociously occasionally switching sides.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
11376.0,Vacuuming floor,Two vacuums appear in a gray room. One of the vacuums disappears. A lady vacuums her house then empties the vacuum. the lady,C,"Context:
""Two vacuums appear in a gray room. One of the vacuums disappears. A lady vacuums her house then empties the vacuum. the lady""

Which of the following endings best completes the context?

Choices:
A. vacuums the floor then takes a vacuum to every cupboard and closet.
B. vacuums the floor then the kitchen floor.
C. puts the vacuum in a closet.
D. vacuums the floor then some of an item.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
27933.0,Cleaning shoes,A shoe is shown broken into pieces inside a bathtub. A person is kicking around in the tub water. he,D,"Context:
""A shoe is shown broken into pieces inside a bathtub. A person is kicking around in the tub water. he""

Which of the following endings best completes the context?

Choices:
A. spins on the tub hose.
B. uses a large sponge on the ground to clean it that is underneath.
C. is using a needed broom and cleaning the dirty sink.
D. tries to wash his shoes by kicking them in the water, the soles coming out.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
14280.0,Doing motocross,A man stands in front of a business logo and discusses. A rider goes around a turn and plants his foot in the dirt to stabilize. the rider,A,"Context:
""A man stands in front of a business logo and discusses. A rider goes around a turn and plants his foot in the dirt to stabilize. the rider""

Which of the following endings best completes the context?

Choices:
A. accelerates out of a turn on his motorcycle.
B. turns and attacks a fallen horse.
C. then dances his head back and forth while riding around.
D. zooms in on a professional sanding table before returning to the keyboard.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
29394.0,Horseback riding,We see the horses in the stables . We see the people ride in the woods an in a ring. the lady,D,"Context:
""We see the horses in the stables . We see the people ride in the woods an in a ring. the lady""

Which of the following endings best completes the context?

Choices:
A. counts and gives the go ahead to grab their horns and shoot.
B. stands by the gate picks up her brush and leaves the park.
C. talks to the man in the tent and the dogs follow her.
D. talks and we see people riding horses and in the stables.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
5339.0,Archery,The man speaks to her and puts bowing equipment on the woman and holds out the bow for her. he,C,"Context:
""The man speaks to her and puts bowing equipment on the woman and holds out the bow for her. he""

Which of the following endings best completes the context?

Choices:
A. then plays a saxophone and ties the bow.
B. takes his bow and shoots it and she falls onto the ground.
C. teaches her how to properly hold the bow and the woman takes several turns shooting the bow and arrow.
D. walks into a house and introduces a woman.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
21412.0,Hitting a pinata,A guy stands in a court holding a colorful stick and touches a pinata. a guy,B,"Context:
""A guy stands in a court holding a colorful stick and touches a pinata. a guy""

Which of the following endings best completes the context?

Choices:
A. fiddles with his mound of hair as a man kneels behind him recording all the elements.
B. swings a stick at a pinata.
C. comes up to the front of the pinata to try and make an archery throw and pass over the stick.
D. shake hands with a pink lady.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
24737.0,Playing saxophone,A man in a gorilla suit is playing a saxophone in the middle of a store. the employees,A,"Context:
""A man in a gorilla suit is playing a saxophone in the middle of a store. the employees""

Which of the following endings best completes the context?

Choices:
A. look on and laugh at the person playing and use their phones to take pictures.
B. stand in front of him dressed in their best.
C. in the store is seated at a table.
D. are in the store as he play the keyboard as the owner is supervising him.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
20293.0,Preparing salad,The man presents each separate ingredient and holds them up showing each one. a pan of sliced sausage and peppers,A,"Context:
""The man presents each separate ingredient and holds them up showing each one. a pan of sliced sausage and peppers""

Which of the following endings best completes the context?

Choices:
A. cooks on a stove.
B. appear at the same time.
C. are shown and the man dumps out the contents of the pan onto a stove with the ingredients pouring into a black pot.
D. is placed on a baking dish and an oven is then lit.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
39505.0,Ironing clothes,"The boy plants his face into the pan of food. The boy eats more, then covers the pan of food with foil, and take it away. the boy",D,"Context:
""The boy plants his face into the pan of food. The boy eats more, then covers the pan of food with foil, and take it away. the boy""

Which of the following endings best completes the context?

Choices:
A. pats the pan and stands up.
B. throws a piece of paper into the pans.
C. asks to speak, but the grown up raises him and walks him to the sofa.
D. returns and captures his pie face.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
10297.0,Wrapping presents,A man is getting very in depth on his wrapping and wraps the box tightly. Another man appears and grabs paper then walks away. the man,A,"Context:
""A man is getting very in depth on his wrapping and wraps the box tightly. Another man appears and grabs paper then walks away. the man""

Which of the following endings best completes the context?

Choices:
A. wrapping finishes his box.
B. puts a bow on the box and presents flaws in it making it stick.
C. is sanding the rest of the box.
D. removes the wrapping paper from the box and shows it to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
41764.0,Beer pong,"Then, a man throw a ball inside a cup, and a person drink the liquid in the cup. a man",A,"Context:
""Then, a man throw a ball inside a cup, and a person drink the liquid in the cup. a man""

Which of the following endings best completes the context?

Choices:
A. throw a ball inside a cup and people congratulates and hug the man.
B. walks holding a stick and throws a ball in the tube.
C. shovels snow in a plaza.
D. walk on the court and throw a ball, after a dog runs and throw the ball.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
8527.0,Doing kickboxing,A small group of young boys are seen holding up fighting gloves and hitting an older man wearing gloves. the boys,A,"Context:
""A small group of young boys are seen holding up fighting gloves and hitting an older man wearing gloves. the boys""

Which of the following endings best completes the context?

Choices:
A. continue to push and kick the man's hands while other boys practice in the background.
B. then begin spar with one another chopping and punching.
C. shake and counter throw one another while someone is standing close by watching them hit.
D. then kick him and hit him over the head.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
43363.0,Zumba,They join the woman walking with the stereo in her hand. Several other people join them as they walk and dance to the music. all the people,C,"Context:
""They join the woman walking with the stereo in her hand. Several other people join them as they walk and dance to the music. all the people""

Which of the following endings best completes the context?

Choices:
A. put on their coats as they dance along to the music.
B. rise up in the air and sing harmonicas that they all dance together in unison.
C. break into a synchronized dance right on the street.
D. are playing instruments while singing and dancing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
35380.0,Plataform diving,A young girl is seen walking to the end of a diving board with several other people around her. the girl,C,"Context:
""A young girl is seen walking to the end of a diving board with several other people around her. the girl""

Which of the following endings best completes the context?

Choices:
A. then slides down into the water while one man holds her up by the waist.
B. then jumps off the diving board onto a swimming board in the pool.
C. puts her arms up and then dives into the pool.
D. continues climbing up the side jumping off at the end.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
30690.0,Playing violin,A man is shown playing a violin in front of a video game being played on tv. the man,B,"Context:
""A man is shown playing a violin in front of a video game being played on tv. the man""

Which of the following endings best completes the context?

Choices:
A. is then shown playing pool and ends with him speaking to a game reporter.
B. continues playing the instrument while the tv in the background shows a game being played.
C. is seen speaking to the camera as well as signing papers.
D. begins playing a bach and flowers game while looking off into the distance.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
40863.0,Plataform diving,"We see a scoreboard, then women being prepped for swimming by their coaches. The women take turns diving off the high board, flipping as they go. the winner",A,"Context:
""We see a scoreboard, then women being prepped for swimming by their coaches. The women take turns diving off the high board, flipping as they go. the winner""

Which of the following endings best completes the context?

Choices:
A. poses with a medal as everyone claps.
B. asks for a trophy, and then they swim to the top again.
C. is seen and many pictures are shown of the winners.
D. then walks between the tables.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
49249.0,River tubing,Some people are shown riding down the river rapids while a man watches them. A man says something to one of the riders as they pass. the second rider,A,"Context:
""Some people are shown riding down the river rapids while a man watches them. A man says something to one of the riders as they pass. the second rider""

Which of the following endings best completes the context?

Choices:
A. looks back as he passes the man.
B. slows down in the water as he makes a turn.
C. is a man carrying a kayak and talking.
D. starts paddling and is kayaking way more quickly.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
14231.0,Skiing,Three woman are walking next to a house in a parking lot. People are snowboarding between two fences in a small hall going down a small slope. people,D,"Context:
""Three woman are walking next to a house in a parking lot. People are snowboarding between two fences in a small hall going down a small slope. people""

Which of the following endings best completes the context?

Choices:
A. are going a large snow hill in an area filled with snow.
B. are gathered in a living room eating pizza and showing pictures of a home.
C. are playing bridge in a court.
D. are standing in a snowy mountain in snowboards.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
35131.0,Cheerleading,After some more team-flips the team poses and celebrates as the routine ends. Several members hug and talk. the judges,C,"Context:
""After some more team-flips the team poses and celebrates as the routine ends. Several members hug and talk. the judges""

Which of the following endings best completes the context?

Choices:
A. offer the people awards.
B. adds to the finished routine and a man hugs the team complete with medals.
C. submit their scores and the team anticipates the results.
D. each pin a light piece on a light piece and show plaster under the light piece.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
39726.0,Horseback riding,People rides horses on an unpaved road and cross tree river in the forest. A man and a woman walks pulling a horse. when the people,A,"Context:
""People rides horses on an unpaved road and cross tree river in the forest. A man and a woman walks pulling a horse. when the people""

Which of the following endings best completes the context?

Choices:
A. cross the last river they see a beautiful building.
B. gets out of the river a man rocks the horse.
C. are under the river, people are sitting on the horse and sitting in the boat.
D. pass under a bridge, horses walked.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
33442.0,Playing pool,The man is now teaching the woman how to shoot the pool ball while standing behind her. The woman makes the shot and they celebrate with a high five. the man,C,"Context:
""The man is now teaching the woman how to shoot the pool ball while standing behind her. The woman makes the shot and they celebrate with a high five. the man""

Which of the following endings best completes the context?

Choices:
A. throws the woman her cue stick, he knocks over the pool table.
B. is holding her face in his hands and laughing.
C. is telling the woman how to make another shot.
D. plays with the dog who runs around the room.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
19404.0,Baking cookies,The men begin piping cake mix into cupcake cups and put them in the oven. The guys high five each other. one guy,D,"Context:
""The men begin piping cake mix into cupcake cups and put them in the oven. The guys high five each other. one guy""

Which of the following endings best completes the context?

Choices:
A. gives the lady a kiss on the head.
B. is talking, another is listening and then he takes the cake out and starts to share some of his own.
C. then leans in to grab a handful of frosting.
D. talks to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
11684.0,Laying tile,"A woman appears, removing tiles from a box and talking about them. The woman kneels onto the ground, cutting and applying tiles. a man",C,"Context:
""A woman appears, removing tiles from a box and talking about them. The woman kneels onto the ground, cutting and applying tiles. a man""

Which of the following endings best completes the context?

Choices:
A. appears, spraying sand for the woman.
B. kneels on a floor, placed tile in a strainer.
C. rolls a pressure roller over the finished floor before the woman returns, speaking about the finished product.
D. cleans off a slates block.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
43041.0,Playing badminton,"A man introduces the topic of the video, which is how to do a smash shot in badminton. he",A,"Context:
""A man introduces the topic of the video, which is how to do a smash shot in badminton. he""

Which of the following endings best completes the context?

Choices:
A. slowly demonstrates the necessary approach and form of the shot.
B. teaches the basics of badminton as he teaches the talk.
C. introduces different techniques to the camera as well as footwork and dances.
D. pans the camera to show who he is talking about.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
8638.0,Making a lemonade,A young man is seen speaking to the camera and begins putting ingredients into a blender. He blends them up together and takes a drink afterwards. he,C,"Context:
""A young man is seen speaking to the camera and begins putting ingredients into a blender. He blends them up together and takes a drink afterwards. he""

Which of the following endings best completes the context?

Choices:
A. then shows sickle bars next to the blender.
B. busts up laughing again and moves on to the other side.
C. shows off the drink and speaks to the camera.
D. puts its ingredients back into the blender while smiling to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
15732.0,Starting a campfire,A close up of the ground is seen with a person laying out sticks. The person lays out more objects together in a pile. the person,B,"Context:
""A close up of the ground is seen with a person laying out sticks. The person lays out more objects together in a pile. the person""

Which of the following endings best completes the context?

Choices:
A. continues to lay out the paper into balls and places more paper over it.
B. then lights a match to the pile and creates a fire.
C. ties a tube onto the object while the camera captures.
D. blows away the excess sticks around near the tree.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
44018.0,Hand car wash,"A red mustang is being hosed down. Next, the workers rub soap over the car. after that",C,"Context:
""A red mustang is being hosed down. Next, the workers rub soap over the car. after that""

Which of the following endings best completes the context?

Choices:
A. , a green bucket is removed and caulk is placed into place.
B. , the man washes around the car.
C. , they both work on washing the soap off before applying another soap over the vehicle.
D. , shots are shown of rioters dancing around and cleaning the windows.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
