ind,activity_label,ctx,answer,final_prompt,len_tk_glm4_9b_base
22437.0,Shoveling snow,A person in dark winter gear is using a shovel to shovel the walkway of a parking garage. it,B,"Context:
""A person in dark winter gear is using a shovel to shovel the walkway of a parking garage. it""

Which of the following endings best completes the context?

Choices:
A. is covered in snow from the top of the garage and a car in it too.
B. is night time and the street is dimly lit with the street lights.
C. cuts to an illustration of a box company.
D. is also being shoveled for clients using snow mobiles.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
38042.0,Snow tubing,A man in a green jacket rides the rope tow on an inner tube. different people,C,"Context:
""A man in a green jacket rides the rope tow on an inner tube. different people""

Which of the following endings best completes the context?

Choices:
A. are shown doing the ropes, lead to them performing stunts and other tricks.
B. inside the inner tube inside of a park fall from the inner tube.
C. are featured riding down the slope on inner tubes.
D. are shown riding down the river on inner tubes and a group rides behind a boat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
20568.0,Hanging wallpaper,The video is about wallwik and wallpaper removal system. it,C,"Context:
""The video is about wallwik and wallpaper removal system. it""

Which of the following endings best completes the context?

Choices:
A. is focused on what a man is making of the wallpaper.
B. is mainly shown from a visit perspective a ned martial arts moves of different components a is really kick boxing.
C. shows a woman removing wallpaper off the wall in a convenient and easy manner.
D. makes a pot of coffee that you pour in the pot.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
28901.0,Table soccer,The camera pans around the table as the men continue to play as well as watch others around them. the men,C,"Context:
""The camera pans around the table as the men continue to play as well as watch others around them. the men""

Which of the following endings best completes the context?

Choices:
A. continue to play and one of them falls laugh out loud after he finishes.
B. begin to play a game while the camera pans around their movements.
C. move the poles all around and kick the ball with their players.
D. continue to play table poker while others stand.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
23839.0,Applying sunscreen,A young lady shows a a beauty cream bottle. then,C,"Context:
""A young lady shows a a beauty cream bottle. then""

Which of the following endings best completes the context?

Choices:
A. she lifts the eyelid and has a close up of a man watching.
B. , the lady applies a layer and licks it.
C. , the young girl puts cream on hrs finger and rubs her shoulder.
D. , the young lady put the cream on a finger, while the adult shows his ors fingers.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
13169.0,Snatch,We see a man dive into a pool in slow motion. We see the judges giving the man his score and talking to him. We see a lady clapping. we,D,"Context:
""We see a man dive into a pool in slow motion. We see the judges giving the man his score and talking to him. We see a lady clapping. we""

Which of the following endings best completes the context?

Choices:
A. see a score of five to two.
B. see the man spinning in a circular motion in the pool with multiple splashes.
C. see the closing graphic on a black screen.
D. see the diver being interviewed.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
44518.0,Wrapping presents,A gift wrapped present is wrapped with a clear plastic and taped in place. Red ribbons are tied at each end. a scissor,B,"Context:
""A gift wrapped present is wrapped with a clear plastic and taped in place. Red ribbons are tied at each end. a scissor""

Which of the following endings best completes the context?

Choices:
A. and tool is sharpened with a sharpener.
B. is used to cut off the excess clear plastic at each end.
C. blade is cut open and the object is displayed on the screen.
D. blade is sharpened _start_and clips the pumpkin.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
41128.0,Beer pong,A man walks in holding a portable beer pong table. The people get excited for him. They play a few rounds of beer pong. a man,D,"Context:
""A man walks in holding a portable beer pong table. The people get excited for him. They play a few rounds of beer pong. a man""

Which of the following endings best completes the context?

Choices:
A. washes dishes then dumps them into the garbage can outside.
B. walks in carrying a harmonica.
C. puts his hands down and the crowd claps for him.
D. holds up a ping pong ball in front of a group of people.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
22892.0,Knitting,A woman sits by a window knitting a white piece. the woman,D,"Context:
""A woman sits by a window knitting a white piece. the woman""

Which of the following endings best completes the context?

Choices:
A. continues knitting as the camera pans to her other hand.
B. stops and shows off the other pieces she has made.
C. continues knitting and needles' point, while gloves with gloves and hands are shown and then covered in the dirt.
D. holds up a pattern book with an image of the piece she is working on.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
5625.0,Preparing pasta,A chef is seen speaking to the camera and pouring oil into a pot. He then puts ingredients into the pot and sits it around. he,C,"Context:
""A chef is seen speaking to the camera and pouring oil into a pot. He then puts ingredients into the pot and sits it around. he""

Which of the following endings best completes the context?

Choices:
A. adds wood for a fire and cooks the pasta over the fire.
B. begins trying out a dish and making soup with the pasta.
C. takes out the ingredient in the end into a strainer.
D. makes a cocktail for the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
49194.0,Throwing darts,The boy throws the blue darts at the dart board. The boy jumps up and removes the blue darts from the dart board. the boy,D,"Context:
""The boy throws the blue darts at the dart board. The boy jumps up and removes the blue darts from the dart board. the boy""

Which of the following endings best completes the context?

Choices:
A. picks up his darts from the table and that is the ending screen.
B. pulls back the blue dart board and grabs three darts.
C. brings the dart board back.
D. throws the blue darts at the dart board.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
563.0,Starting a campfire,A shirtless man is standing on porch while instructing how to build a redneck fire. he,D,"Context:
""A shirtless man is standing on porch while instructing how to build a redneck fire. he""

Which of the following endings best completes the context?

Choices:
A. starts by filling in logs and then applies the wood to the porch as quickly as possible.
B. shows a blue lit flame with his hands.
C. starts with a few bat shaped logs to create a flame, which flames themselves up.
D. shows a beer bottle and some other alcohol cans.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
36969.0,Fixing bicycle,A man is inside a work shop. He is working to replace the tire on a bike. he,B,"Context:
""A man is inside a work shop. He is working to replace the tire on a bike. he""

Which of the following endings best completes the context?

Choices:
A. fixes the bike on the bicycle.
B. removes the rubber tread and replaces it.
C. 's showing how to turn the handles so he doesn't have to use the handle.
D. is standing in front of the seat of the bike and putting screws up onto its handle bars.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
35697.0,Painting furniture,A woman is seen speaking to the camera and shows off a wooden table. she,B,"Context:
""A woman is seen speaking to the camera and shows off a wooden table. she""

Which of the following endings best completes the context?

Choices:
A. then demonstrates how to insert the tools and hold the pieces correctly.
B. then sands down the table and dips a brush into paint.
C. begins wiping down the table with plastic marker and scrubbing it with a rag.
D. continues speaking while demonstrating different tools to the camera and showing how the table works.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
19732.0,Putting on makeup,Clips of different couples with the man putting make up on the woman's faces. Scenes of the men putting make up on the woman's eyes. more clips of the men,D,"Context:
""Clips of different couples with the man putting make up on the woman's faces. Scenes of the men putting make up on the woman's eyes. more clips of the men""

Which of the following endings best completes the context?

Choices:
A. putting on make up on each others' faces.
B. in full make up faces speaking to the camera.
C. doing eye takes as well as laughs.
D. putting make up on the woman's lips.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
25313.0,Cricket,"A team is on a field as a runner throws the ball, which the batter hits and is caught. the coach",D,"Context:
""A team is on a field as a runner throws the ball, which the batter hits and is caught. the coach""

Which of the following endings best completes the context?

Choices:
A. waves the ball and the scores.
B. runs to the field and scores a goal as people cheer.
C. walks up, and the runner runs, kicking the ball to the field players and runs back to his teammates.
D. instructs the players as they continue the game.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
24877.0,Playing saxophone,A man is standing in front of a white screen. He is talking about the saxophone in his hands and showing the proper hand positions. he,B,"Context:
""A man is standing in front of a white screen. He is talking about the saxophone in his hands and showing the proper hand positions. he""

Which of the following endings best completes the context?

Choices:
A. keeps showing the saxophone displaying the proper way to play the instrument.
B. demonstrates how to play the instrument.
C. then demonstrates how to play the saxophone.
D. then shows the different parts of the saxophone as he goes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
32696.0,Welding,A man is begining to weld. He starts to weld a piece of metal onto a frame. he,C,"Context:
""A man is begining to weld. He starts to weld a piece of metal onto a frame. he""

Which of the following endings best completes the context?

Choices:
A. twists his hands in front of the welded metal at which point it makes a hole which he weld with a tool.
B. uses pliers on the welding machine while he weld it.
C. finishes his weld and backs away.
D. then weld until the metal is ready to weld.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
48957.0,Ironing clothes,"This little baby is shown pretending to iron her clothes. First she irons her shirt, then she irons her folded red sweater. then she",B,"Context:
""This little baby is shown pretending to iron her clothes. First she irons her shirt, then she irons her folded red sweater. then she""

Which of the following endings best completes the context?

Choices:
A. irons the blouse while the baby smiles a lot.
B. irons her blue jean shorts.
C. makes sure to get all the creases out.
D. folds the shirt, tosses it in the trash and talks to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
3569.0,Wakeboarding,A jet ski is parked and a man is riding one. we,D,"Context:
""A jet ski is parked and a man is riding one. we""

Which of the following endings best completes the context?

Choices:
A. see a demonstration of how to fly one of the helicopters use a parachuting pole.
B. see a bar appear in the background and a news anchor.
C. see a person down below flying the plane.
D. see a man's name on the screen and a man behind a boat and a man jet skiing and flipping around.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
18915.0,Hanging wallpaper,A woman is wiping a wall with a rag. They roll up paper and dip it in water. They stick the paper to the wall. they,D,"Context:
""A woman is wiping a wall with a rag. They roll up paper and dip it in water. They stick the paper to the wall. they""

Which of the following endings best completes the context?

Choices:
A. pull a paper towel and wipe a wall and pour water on the paper.
B. hang the paper on a rod.
C. flip the paper into a bowl and hang it on a wall.
D. use a plastic tool to smooth it out.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
39665.0,Playing guitarra,Little kid is in a white room with a pony tail is playing the guitar and singing. behind the girl,C,"Context:
""Little kid is in a white room with a pony tail is playing the guitar and singing. behind the girl""

Which of the following endings best completes the context?

Choices:
A. go a bunch people standing and watching the child.
B. and the man is standing talking to both of them.
C. is a guitar case hanging behind the door.
D. is stand a girl wearing a pink leotards and a white t-shirt is talking with the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
34447.0,Shuffleboard,Man is talking to the camera standing next to a box. Man is assembling a shuffleboard court in a sidewalk. man,C,"Context:
""Man is talking to the camera standing next to a box. Man is assembling a shuffleboard court in a sidewalk. man""

Which of the following endings best completes the context?

Choices:
A. is showing jumbles of a shuffleboard court going down the sidewalk.
B. is standing in a court holding the shuffleboard.
C. start playing the suffleboard hitting the pucks.
D. is on the paper croating the pad on the construction.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
14940.0,Carving jack-o-lanterns,Woman is sitting in front of a white table holding a halloween pumpkin. woman,D,"Context:
""Woman is sitting in front of a white table holding a halloween pumpkin. woman""

Which of the following endings best completes the context?

Choices:
A. stroke the pumpkin with a needle.
B. is holding a pumpkin in the front fishnet and put on a t shirt.
C. shows the stem of the pumpkin and takes the end of the inline pumpkin.
D. holds a knife and and cut the pumpkin head and remove all the seeds from the inside.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
7055.0,Horseback riding,Some people are recording themselves as they ride on horseback through the water on a beach. At one point they see a school of fishes in the water. the person recording,A,"Context:
""Some people are recording themselves as they ride on horseback through the water on a beach. At one point they see a school of fishes in the water. the person recording""

Which of the following endings best completes the context?

Choices:
A. also shows the view from the water to the beachfront.
B. is then seen riding their surfboard through the water.
C. jumps and falls off his horse.
D. falls off their horse as they continue on.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
35348.0,Brushing teeth,A man in folded pants is walking on the beach. He picks up a toothbrush from the sand and begins brushing his teeth. the woman in the bathroom,B,"Context:
""A man in folded pants is walking on the beach. He picks up a toothbrush from the sand and begins brushing his teeth. the woman in the bathroom""

Which of the following endings best completes the context?

Choices:
A. continues brushing and laying down in the sand.
B. is brushing her teeth and is attacked by a man with a knife.
C. is cleaning him with a sponge.
D. is watching him, and she is also reading a book.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
31475.0,Ironing clothes,We see the lady pick up a basket of laundry and put it down. The lady shakes out a dress and puts it on an ironing board. the lady,D,"Context:
""We see the lady pick up a basket of laundry and put it down. The lady shakes out a dress and puts it on an ironing board. the lady""

Which of the following endings best completes the context?

Choices:
A. puts it in the washer and feels the material.
B. starts ironing a sweater.
C. picks up a cape and lays it over the ironing board.
D. rubs the dress and straitens it out.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
31382.0,Scuba diving,A man wearing scuba gear walks along the edge of a swimming pool. The man starts talking to the camera and shows the camera various items. the camera,B,"Context:
""A man wearing scuba gear walks along the edge of a swimming pool. The man starts talking to the camera and shows the camera various items. the camera""

Which of the following endings best completes the context?

Choices:
A. captures his underwater view while he talks.
B. shows the swimming pool.
C. zooms in for a closer look of the man swimming under the pool.
D. pans left and fishes for the fish that are swimming under the water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
43720.0,Pole vault,A person is seen standing before a large track holding a pole. The person begins to run down the track while still holding the pole. the man,A,"Context:
""A person is seen standing before a large track holding a pole. The person begins to run down the track while still holding the pole. the man""

Which of the following endings best completes the context?

Choices:
A. then jumps over a beam and onto a mat.
B. continues running down using the pole to slow down.
C. continues running down the track while looking and speaking to the camera.
D. runs throughout the track zooming back and fourth.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
26368.0,Bathing dog,A person is seen washing a dog in a tub. The person runs water all over the dog and scrubs him with soap. she,C,"Context:
""A person is seen washing a dog in a tub. The person runs water all over the dog and scrubs him with soap. she""

Which of the following endings best completes the context?

Choices:
A. shows him being scrubbed again by other people.
B. continues to wash the dog and looks off into the distance.
C. continues to wash the dog while the camera pans around her movements.
D. cleans him off with a towel and some pants.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
11332.0,Hitting a pinata,A camera pans around a group of people standing around each other with one spinning in circles. a man,C,"Context:
""A camera pans around a group of people standing around each other with one spinning in circles. a man""

Which of the following endings best completes the context?

Choices:
A. walks into frame and bends down to begins hurling.
B. then walks forward with a jack hammering around a piece of wood.
C. pushing the spinning girl around and around and zooms in on a pinata.
D. flips several times and a ladies ref yells at the man.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
38009.0,Shuffleboard,The girl sends two blue and one yellow puck forward. The girl moves a blue puck back in place then pushes it forward. the girl,C,"Context:
""The girl sends two blue and one yellow puck forward. The girl moves a blue puck back in place then pushes it forward. the girl""

Which of the following endings best completes the context?

Choices:
A. raises her hands in the air and starts hugging the girl.
B. does the completely opposite spin using the twice made multiple times all the way 360 degrees.
C. pushes a blue and three yellow pucks forward.
D. turns and meets her wording.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
12738.0,Playing guitarra,"There are several seagull brand acoustic guitars are shown displayed in a store. a man dressed in black, seated on a stool",C,"Context:
""There are several seagull brand acoustic guitars are shown displayed in a store. a man dressed in black, seated on a stool""

Which of the following endings best completes the context?

Choices:
A. and smoking on the stool talking, discusses, and plays table guitar.
B. is drumming on the acoustic guitars.
C. is playing the acoustic guitar in the store where the guitars are displayed.
D. in front of a desk is playing one of them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
47345.0,Waterskiing,The individual gets dragged forward and begins wakeboarding with the camera capturing the individual from a low angle. the individual,C,"Context:
""The individual gets dragged forward and begins wakeboarding with the camera capturing the individual from a low angle. the individual""

Which of the following endings best completes the context?

Choices:
A. is guided by the camera and floats towards the shore.
B. is now wakeboarding alone on the river river looking at himself and laughing to the camera.
C. releases the tether and begins to sink into the water.
D. stops wakeboarding and pans away from the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
14519.0,Ice fishing,We see an opening title screen. A man and boys standard sit on the snow and ice fish. we,D,"Context:
""We see an opening title screen. A man and boys standard sit on the snow and ice fish. we""

Which of the following endings best completes the context?

Choices:
A. see the cities and changes around them.
B. see the bock cartoon animation on the bottom.
C. then see the sport.
D. see a tittle screen and a plane flys overhead in the sky and we see the people on the ice and a truck in the distance.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
44165.0,Playing lacrosse,A game of lacrosse of being shown with a large group of people running around a field. several people,A,"Context:
""A game of lacrosse of being shown with a large group of people running around a field. several people""

Which of the following endings best completes the context?

Choices:
A. watch on the sidelines as the game continues and a ref steps in to make a call.
B. are seen lined up and then then bow.
C. are seen scoring and running up and down the field.
D. are shown running up and down a field and playing field hockey.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
45716.0,Beach soccer,Two teams play beach soccer on front the ocean kicking and passing the ball. then,C,"Context:
""Two teams play beach soccer on front the ocean kicking and passing the ball. then""

Which of the following endings best completes the context?

Choices:
A. , a man join the teams and explain soccer playing.
B. , one team takes it, and after, the playing the game to make goals.
C. , two teams of children play beach soccer, after other teams compete beach soccer.
D. , teams on beach and players in interior play beach soccer.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
1223.0,Arm wrestling,A very muscular shirtless man is about to arm wrestle with a man in an orange hoodie. Another man in a yellow hoodie comes over. they,D,"Context:
""A very muscular shirtless man is about to arm wrestle with a man in an orange hoodie. Another man in a yellow hoodie comes over. they""

Which of the following endings best completes the context?

Choices:
A. fight with each other in the background.
B. arm wrestle making it very messy.
C. shoulders up to arm wrestle and the players fist bump.
D. begin the match, the man in the orange hoodie looks to be struggling.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
400.0,Gargling mouthwash,The mother instructs them on how to brush their teeth while laughing. The boy helps his younger sister brush his teeth. she,D,"Context:
""The mother instructs them on how to brush their teeth while laughing. The boy helps his younger sister brush his teeth. she""

Which of the following endings best completes the context?

Choices:
A. shows how to hit the mom and then kiss his dad as well.
B. brushes past the camera, looking better soon after.
C. glows from the center of the camera as a reaction.
D. gets them some water to gargle in their mouths.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
5817.0,Rollerblading,A man and a woman are at a parking lot as the woman is learning how to roller blade. a black screen,A,"Context:
""A man and a woman are at a parking lot as the woman is learning how to roller blade. a black screen""

Which of the following endings best completes the context?

Choices:
A. appears with white letters.
B. appears with red words on it that say "" do not roller skate "" and "" making a choice can't be done "".
C. appears and it say's "" break dancing "".
D. appears that says "" item number 87-tips "".

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
1961.0,Drum corps,The marching bands are in positioned in the field. Then the band started to play their instruments. the ladies with flags,B,"Context:
""The marching bands are in positioned in the field. Then the band started to play their instruments. the ladies with flags""

Which of the following endings best completes the context?

Choices:
A. were playing the drums.
B. moved their flags up and down and rotate them as the band plays.
C. came to the camp site and started to help the mother and sisters clean the back of the bike.
D. on their backs walked on front the marching band.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
40068.0,Knitting,"We see kids looking through and wearing the knitted hats. We see a lady talking we see the hats, people knitting, and the lady talks again. we",B,"Context:
""We see kids looking through and wearing the knitted hats. We see a lady talking we see the hats, people knitting, and the lady talks again. we""

Which of the following endings best completes the context?

Choices:
A. see kids now and then curling.
B. see people looking through and wearing the hats.
C. see kids knitting too and dogs pruning.
D. see the kids flout from the building and we see the ending title screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
49681.0,Playing kickball,A young girl is outside walking from school talking. she,C,"Context:
""A young girl is outside walking from school talking. she""

Which of the following endings best completes the context?

Choices:
A. is then shown at an outdoor park doing some flips and tricks on the bars.
B. plays a bagpipes trying to become famous in her school.
C. begins to walk through a large field and several boys are playing kickball.
D. then runs her house on a dirt bike, jumped over a gate and down a steel stair ramp.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
19401.0,Baking cookies,We see young men who appear to be celebrities in an asian city. One of the guys puts on a white hat. We see the group making cookies. we,D,"Context:
""We see young men who appear to be celebrities in an asian city. One of the guys puts on a white hat. We see the group making cookies. we""

Which of the following endings best completes the context?

Choices:
A. see an animated ending screen.
B. see the closing title screens.
C. see the closing screen.
D. see two men mixing something in a large silver bowl, and another using his hand to mix something in a vat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
37620.0,Baking cookies,A blender blending a mixture in a red bowl. The chef scrapes the side of the bowl with a grey scraper. the chef,B,"Context:
""A blender blending a mixture in a red bowl. The chef scrapes the side of the bowl with a grey scraper. the chef""

Which of the following endings best completes the context?

Choices:
A. kills the mixture in one bite.
B. then adds chocolate syrup into the mixture and a brown powder into the mixture and blends the ingredients together.
C. pushes the faucet with their toes into the solution.
D. takes the shaker out of the blender.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
