ind,activity_label,ctx,answer,final_prompt,len_tk_mistral_7b_instruct
20913.0,Playing kickball,The people kick around the ball and cheer with one another as they score points on their side. another team member,A,"Context:
""The people kick around the ball and cheer with one another as they score points on their side. another team member""

Which of the following endings best completes the context?

Choices:
A. scores a goal and their teammates run in with their arms up.
B. takes his turn and cts more goals.
C. who is holding a red ball is shown kicking the ball and they all continue to cheer together.
D. kicks the ball and the other team member immediately runs over to take it for him.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
17775.0,Decorating the Christmas tree,A shot of christmas tree is shown with people quickly moving in and out of frame. lights,A,"Context:
""A shot of christmas tree is shown with people quickly moving in and out of frame. lights""

Which of the following endings best completes the context?

Choices:
A. are shown on the tree as people continue to move in and out of frame.
B. begin to flash around a tree while still moving in and out of frame.
C. are started to go up the tree and people stand around as they get ready for the party.
D. appear and follow the people in and out the tree.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
25307.0,High jump,An african american male athlete is walking preparing himself to run. the male,C,"Context:
""An african american male athlete is walking preparing himself to run. the male""

Which of the following endings best completes the context?

Choices:
A. athlete makes several jumps off of a low bar and lands on the ground.
B. athlete is holding a red basketball as he runs.
C. then begins to run from an angle towards the mat and does a high jump clearing the bar.
D. athlete has a whole baton twirling contest set up in his living room.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
32047.0,Gargling mouthwash,The man in the black hoodie shows off a bottle of mouth wash. The two men talk to each other. the man in the blue hoodie,B,"Context:
""The man in the black hoodie shows off a bottle of mouth wash. The two men talk to each other. the man in the blue hoodie""

Which of the following endings best completes the context?

Choices:
A. begins tying a rope around his mouth.
B. pours the mouthwash in two glasses.
C. starts to shave the man in the black hoodie right by shoulder blades.
D. volunteers to scrub the man in the black hoodie with mouthwash.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
31838.0,Tumbling,The bystander points to his head and the gymnast also does the same to his own head. The gymnast is talking to the camera again explaining what happened during that routine. a small video,C,"Context:
""The bystander points to his head and the gymnast also does the same to his own head. The gymnast is talking to the camera again explaining what happened during that routine. a small video""

Which of the following endings best completes the context?

Choices:
A. audience is watching the gymnast.
B. plays with a black over to red.
C. pops up in the lower right replaying the moment he falls.
D. then appears in itself and shows several different gymnasts doing the same whole routine.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
12918.0,Baking cookies,Various ingredients are laid out on a counter and are all mixed together in a bowl. the person,A,"Context:
""Various ingredients are laid out on a counter and are all mixed together in a bowl. the person""

Which of the following endings best completes the context?

Choices:
A. is then shown placing dough balls into the oven and pressing a button.
B. uses a stick to measure flour.
C. attaches measuring cups to a rack followed by mixing water in one bowl followed by butter in a different bowl.
D. demonstrates how to make the cake by separating sprinkles and adding one by one.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
48651.0,Ice fishing,A man is on a snow covered lake with a fishing pole and fish reader. he,B,"Context:
""A man is on a snow covered lake with a fishing pole and fish reader. he""

Which of the following endings best completes the context?

Choices:
A. reels in a rainbow trout.
B. is attempting to catch a fish through a hole in the ice.
C. starts fishing and comes up with a pretty perfect fish as a part of the story.
D. begins to corner the camera to catch game, while reading from his fishing guide as he reels in the filer.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
28716.0,Playing squash,Man wearing black shirt is in a courtroom playing raketball. Woman wearing a yellow shirt is on a courtroom playing raketball. two people,D,"Context:
""Man wearing black shirt is in a courtroom playing raketball. Woman wearing a yellow shirt is on a courtroom playing raketball. two people""

Which of the following endings best completes the context?

Choices:
A. wearing both green shirts are playing along in front of a wall.
B. are teaching ramasters how to play lacrosse.
C. wearing white shirts are in the court playing basketball.
D. are standing on a small court holding tennis rackets and playing raketball.

Reply with exactly one uppercase letter out of A, B, C, or D.
",145
241.0,Tai chi,Three women are standing in a park in a field doing yoga. Man is running in the park behind the women. an old man,A,"Context:
""Three women are standing in a park in a field doing yoga. Man is running in the park behind the women. an old man""

Which of the following endings best completes the context?

Choices:
A. is walking fast in the park.
B. is walking because he is making sweeps in the grass toward the girls and helping them.
C. is standing behind the women doing yoga in front of a coffee table and in front, a little woman and young man are.
D. is kneeling on the grass in front of the women.

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
7135.0,Hula hoop,A woman stands in an amusement park with hula hoops while a small group watches. She starts performing with the hula hoop. she,D,"Context:
""A woman stands in an amusement park with hula hoops while a small group watches. She starts performing with the hula hoop. she""

Which of the following endings best completes the context?

Choices:
A. swings from one hand to the other.
B. and other people use the hula hoop in different settings.
C. puts the hula hoop in her mouth before turning around to perform with her hula hoop drops in the same location.
D. picks up a second hoop and performs with both.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
4588.0,Trimming branches or hedges,A man wearing a purple sweater is demonstrating how to use garden shears. He is trimming the hedges and bushes in the yard. he,B,"Context:
""A man wearing a purple sweater is demonstrating how to use garden shears. He is trimming the hedges and bushes in the yard. he""

Which of the following endings best completes the context?

Choices:
A. shows the combination of the shears and the bushes.
B. shows how the shears can be used effectively in hard to reach places.
C. walks back and forth toward the morning sun.
D. plants a discussion with an ombre hedge standing on the middle of the yard.

Reply with exactly one uppercase letter out of A, B, C, or D.
",144
17397.0,Cleaning windows,Several individuals walk back and forth on a stage with glass panes mounted in the middle while others stand or sit nearby. one of the individuals,C,"Context:
""Several individuals walk back and forth on a stage with glass panes mounted in the middle while others stand or sit nearby. one of the individuals""

Which of the following endings best completes the context?

Choices:
A. then walks up to a dart board and swings his hands while rotating.
B. empties a small cup onto the stage.
C. speedily cleans the glass panes.
D. , john seay, applauds and rolls his guitar along.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
10662.0,Spread mulch,A man in a green shirt is holding some papers and talking outside. He starts moving some dirt next to a tree with his hand. he,B,"Context:
""A man in a green shirt is holding some papers and talking outside. He starts moving some dirt next to a tree with his hand. he""

Which of the following endings best completes the context?

Choices:
A. uses one of the tools to fix a patch of weeds on the outside.
B. steps away from the tree and continues talking.
C. stops and talks to a woman and puts some dirt on her shoes.
D. stretches his legs out and then moves closer to the tree.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
23224.0,Skateboarding,We see men skateboarding near a parking lot. We see two men talking to each other. We see the man in khakis stumble and fail repeatedly. we,A,"Context:
""We see men skateboarding near a parking lot. We see two men talking to each other. We see the man in khakis stumble and fail repeatedly. we""

Which of the following endings best completes the context?

Choices:
A. see a man holding a cell phone and talking to the skater.
B. see a man fall and fall again.
C. see people in costume bump, occasionally bump and tumble.
D. see four people fall and ride the bridge fall.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
10051.0,Playing rubik cube,A man is sitting down behind a desk with a clock on it doing a rubiks cube. he,B,"Context:
""A man is sitting down behind a desk with a clock on it doing a rubiks cube. he""

Which of the following endings best completes the context?

Choices:
A. sets down the cube, picks them up and then gives a thumbs up before going back to working.
B. completes it and smiles as he sets it down.
C. gets into the rubiks cube and starts preparing himself to solve it.
D. is also outside hanging on a buoy to the boat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
48723.0,Preparing salad,A woman is seen speaking to the camera in front of a counter top with various ingredients laid out. she,A,"Context:
""A woman is seen speaking to the camera in front of a counter top with various ingredients laid out. she""

Which of the following endings best completes the context?

Choices:
A. mixes several ingredients into a bowl and spreads it around with a spoon.
B. pours flour and juice into a pot and cools it off with a pan.
C. puts ingredients into cookies laid out and proceeds to put them in a pan.
D. pans around the area and begins cutting lemons into small batches.

Reply with exactly one uppercase letter out of A, B, C, or D.
",144
24687.0,Playing pool,"After, the girl turns and grabs the boy shirt while making a sexy gesture, then she turns to play again. a man",C,"Context:
""After, the girl turns and grabs the boy shirt while making a sexy gesture, then she turns to play again. a man""

Which of the following endings best completes the context?

Choices:
A. approach the girl and explains the lesson to her, that he is the teacher of the boy.
B. walks on front the girl and photographs what her moves, and then she hit what she just did.
C. wants to touch the butt of a girl.
D. stands next and talks while the girl continues making funny faces to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
18998.0,Clipping cat claws,He clips the nails on the back of the cat's legs. He picks up the cat when he is done and sets it on the floor. the cat,B,"Context:
""He clips the nails on the back of the cat's legs. He picks up the cat when he is done and sets it on the floor. the cat""

Which of the following endings best completes the context?

Choices:
A. begins to lick the floor unable to get away.
B. walks away in an angry manner.
C. struggles to get free, ending by curling up into a ball at the end.
D. goes back to sleep while the man tucks the cat into the bed.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
14086.0,Blowing leaves,A person puts on safety glasses and walks through a gate into a courtyard. the person,B,"Context:
""A person puts on safety glasses and walks through a gate into a courtyard. the person""

Which of the following endings best completes the context?

Choices:
A. walks through the gate all by itself, swinging the gate behind them as it animatedly bounces.
B. blows the leaves from a driveway using an electric blower.
C. then begins watching a lizard scroll along a hedge.
D. then takes a pair of roller blades and skates across the parking lot and through the gate.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
14141.0,Arm wrestling,A shot is seen of two men performing an arm wrestling match together while the audience cheers. one man,B,"Context:
""A shot is seen of two men performing an arm wrestling match together while the audience cheers. one man""

Which of the following endings best completes the context?

Choices:
A. wins by curlew flips and the audience applauds.
B. beats the other and the two hold up their arms to cheer and everybody celebrates.
C. holds the other man's other arm while the competitors continue fighting around each other.
D. is then shown put down and the third man succeeds in the match.

Reply with exactly one uppercase letter out of A, B, C, or D.
",145
14818.0,Playing squash,Two men that are matching each other are playing a game of racket ball. they,C,"Context:
""Two men that are matching each other are playing a game of racket ball. they""

Which of the following endings best completes the context?

Choices:
A. continue talking patiently while one man takes his turn and hits the ball and as he moves each person are making a teammate hit the ball into their face.
B. are following each other's lead, trying to beat one another in the game.
C. are in an indoor enclosed court area playing the game.
D. throw the ball back and forth against the wall.

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
33003.0,Playing ice hockey,A hockey player talks in an interview on tv. Several stills of him playing ice hockey are shown as he talks. he,A,"Context:
""A hockey player talks in an interview on tv. Several stills of him playing ice hockey are shown as he talks. he""

Which of the following endings best completes the context?

Choices:
A. continues talking as the pictures flash across the screen.
B. is then interviewed on stage and shows several more clips of him talking.
C. is having trouble scoring quickly, demonstrating several motions.
D. is then interviewed by a doctor one night in a different sterile room, where they continue talking about hockey.

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
9937.0,Waterskiing,"A woman stands up in a boat, then a man looks closely at the camera. The machine is placed in the water as the man is water skiing while attached to it. we",C,"Context:
""A woman stands up in a boat, then a man looks closely at the camera. The machine is placed in the water as the man is water skiing while attached to it. we""

Which of the following endings best completes the context?

Choices:
A. see the end title screen.
B. see the man making adjustments as he goes down the hill.
C. see a large spray of water, followed by the man in the water as he smiles and waves.
D. then see a title screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
47864.0,Playing congas,A man in a white t-shirt accompanies the conga player on the drums behind the boy. a man wearing a hat,D,"Context:
""A man in a white t-shirt accompanies the conga player on the drums behind the boy. a man wearing a hat""

Which of the following endings best completes the context?

Choices:
A. sits in a auditorium near a large drum set.
B. speaking and before he has to start the drums are playing one drum, followed by others making more.
C. sits a microphone filled with young men and join a game of beer pong.
D. picks up a percussion instrument and accompanies the young conga player.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
7148.0,Hurling,Several shots are shown of fields and flags and leads into a man speaking. Players are shown running around and warming up with more speaking to the camera. audience members,D,"Context:
""Several shots are shown of fields and flags and leads into a man speaking. Players are shown running around and warming up with more speaking to the camera. audience members""

Which of the following endings best completes the context?

Choices:
A. dance around the field waving flags.
B. are seen cheering when one throws a ball on the field.
C. walk around the field and other players play games with the ball.
D. watch the men play lacrosse with one another as well as people taking pictures and more speaking.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
38620.0,Using parallel bars,A coach who was standing nearby removes a mini trampoline from under the bars. The gymnast jumps off the bars and lands on his butt. he,C,"Context:
""A coach who was standing nearby removes a mini trampoline from under the bars. The gymnast jumps off the bars and lands on his butt. he""

Which of the following endings best completes the context?

Choices:
A. picks himself up off the ground and performs a forward flip off the bars.
B. then dismounts from the bars.
C. stands up and raises his arms above his head.
D. gets on the bed and falls back down going backwards on the trampoline.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
5657.0,Cutting the grass,This video is a tutorial showing how to cut the grass. first she,B,"Context:
""This video is a tutorial showing how to cut the grass. first she""

Which of the following endings best completes the context?

Choices:
A. cuts the grass fully and uses a tool to pierce the various holes.
B. explains how you should cut the grass according to its color and how high or low you want it.
C. swirls the cut grass around and cuts the side down to size for flowers.
D. cut a pinata, but it's slightly out of reach, too.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
22757.0,Putting in contact lenses,A young man is seen holding his eye open in front of a mirror and attempting to put a contact lens in. he,C,"Context:
""A young man is seen holding his eye open in front of a mirror and attempting to put a contact lens in. he""

Which of the following endings best completes the context?

Choices:
A. then removes the process and uses water from a dispenser to begin pushing it in.
B. then pulls his glasses off and looks to the camera and smiles while pressing the contacts in.
C. drops the lens on the sink and again tries to put the contact into his eye.
D. presses a button on the lens and pulls it out.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
16262.0,Cheerleading,. a large group of high school cheerleaders in a large indoor gym,C,"Context:
"". a large group of high school cheerleaders in a large indoor gym""

Which of the following endings best completes the context?

Choices:
A. practice hurling while high bungee jumping in unison.
B. run up and down.
C. are in two different groups on the left and right and they immediately begin their cheer routine that includes flips and cheers that are mostly in unison.
D. started running to perform high kicks and passes performed in front of a large crowd and a large audience in the audience watching on.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
48609.0,Swimming,"A baby boy's head floats up from water. He goes back under, looking around in amazement. a woman",D,"Context:
""A baby boy's head floats up from water. He goes back under, looking around in amazement. a woman""

Which of the following endings best completes the context?

Choices:
A. in a white coat is talking to him.
B. has a bottle of water, and she helps reel him in.
C. is then shown lifting the boy up from the water and pulling him into the living room.
D. is shown leading him under the water and he smiles and swims.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
21145.0,Making a lemonade,A man in red turban stands in a kitchen. He pours some ingredients into a glass. He explains his methods holding a spoon. he,A,"Context:
""A man in red turban stands in a kitchen. He pours some ingredients into a glass. He explains his methods holding a spoon. he""

Which of the following endings best completes the context?

Choices:
A. then finishes the drink with a garnish.
B. holds the spoon in his hands and lifts it up to show the proper position.
C. pours the ingredients into a bowl at the counter.
D. adds salt and peppers into the glass as well.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
3088.0,Making a cake,A lady dances and speaks indoors. The lady mixes all the ingredients and bakes colorful layers for a cake. the lady,D,"Context:
""A lady dances and speaks indoors. The lady mixes all the ingredients and bakes colorful layers for a cake. the lady""

Which of the following endings best completes the context?

Choices:
A. folds the cakes and put them in a cold oven.
B. sits in a chair and gives a wax tablet to a man holding a measuring tape and writing words about cupcakes.
C. introduces recipe and special effects.
D. added a lot of colorful embellishment to the layered cake.

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
13924.0,Table soccer,Two pairs of females are in a room playing a game of foosball. the girls on the left,B,"Context:
""Two pairs of females are in a room playing a game of foosball. the girls on the left""

Which of the following endings best completes the context?

Choices:
A. clap while they hit the ball.
B. make two goals and they begin to cheer.
C. go around the table and one girl talks to the camera, while the girl on the right gives a thumbs up.
D. turn and throw their racquets at one another, a line of girls on the right turn dives across the line onto the ball.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
28249.0,Skiing,People are shown skiing down a ski slope and having a good time while someone records them. One man is struggling to ski while he only goes very slowly down the slope. other people,D,"Context:
""People are shown skiing down a ski slope and having a good time while someone records them. One man is struggling to ski while he only goes very slowly down the slope. other people""

Which of the following endings best completes the context?

Choices:
A. are shown skiing down stairs and around landscapes.
B. continue skiing down the slopes and end up skiing with people on speed boards.
C. are shown riding down on snowboards covered with snow.
D. whiz by as the man struggles to ski.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
27175.0,Cheerleading,"Next, an actual cheerleaders begins talking and you can see her getting dressed and someone is doing her hair. more teams and members",B,"Context:
""Next, an actual cheerleaders begins talking and you can see her getting dressed and someone is doing her hair. more teams and members""

Which of the following endings best completes the context?

Choices:
A. are shown playing games of tug of war with other teams.
B. appear and they all are practicing jumps, steps, and going over techniques.
C. of the team wearing the bonengyr are shown and the d cheerleader very excited about it.
D. are seen interacting with one female and go walkway via another.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
572.0,Making a cake,A man in a chef's coat is standing in a kitchen talking to the camera. A pancake is shown with syrup being poured on it. ingredients,A,"Context:
""A man in a chef's coat is standing in a kitchen talking to the camera. A pancake is shown with syrup being poured on it. ingredients""

Which of the following endings best completes the context?

Choices:
A. are placed in a bowl.
B. are shown being mix and mixed up in bowls and set into jars.
C. are then added to the plate and the omelette becomes ready.
D. are shown piling into a bowl using wooden spoons.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
36931.0,Kneeling,A text intro leads into a picture of a chair. Several more pictures of the chair are shown one after the other. the chair,A,"Context:
""A text intro leads into a picture of a chair. Several more pictures of the chair are shown one after the other. the chair""

Which of the following endings best completes the context?

Choices:
A. is still shown and ends with text.
B. is shown in several shots removing wallpaper from the walls of a home.
C. is then shown pictured continuously on the monitor.
D. is back flipped over and the man continues to drive at speeds exceeding 80 km/hr an ad.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
24356.0,Kite flying,"A man stands on the roof of a building, and two others appear. They are flying kites in the air over the brick building. the men",A,"Context:
""A man stands on the roof of a building, and two others appear. They are flying kites in the air over the brick building. the men""

Which of the following endings best completes the context?

Choices:
A. make the kites dip and dive as they talk and interact.
B. then get on the kites, and they begin flying low.
C. are formed into a team and begin to fly kites in unison.
D. fly kites in a stadium high above the parking lot.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
12599.0,Mixing drinks,The word funkin is on the screen and underneath it says bacardi cocktail. a man in a funkin shirt,C,"Context:
""The word funkin is on the screen and underneath it says bacardi cocktail. a man in a funkin shirt""

Which of the following endings best completes the context?

Choices:
A. sits down scraping the ice off his shoes on the ice.
B. smooths butter over the cucumber and carrots.
C. talks about and demonstrates how to make the bacardi cocktail from behind a bar.
D. pats his hand on the side of his drink.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
38212.0,Playing bagpipes,A man is seen speaking to the camera while holing bagpipes and the camera pans around to other people laughing. the man,B,"Context:
""A man is seen speaking to the camera while holing bagpipes and the camera pans around to other people laughing. the man""

Which of the following endings best completes the context?

Choices:
A. continues speaking and walking back towards the main group and leads into him playing the bagpipes.
B. then begins playing the instrument while others watch on the sides.
C. continues speaking to the camera and pointing out objects in the air.
D. speaks and pans around more and the man continues talking.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
27832.0,Cricket,A score being shown leads into a game of people playing cricket and reacting positively and negatively. more clips of the game,D,"Context:
""A score being shown leads into a game of people playing cricket and reacting positively and negatively. more clips of the game""

Which of the following endings best completes the context?

Choices:
A. are shown as well as people playing and if the winner takes their turn.
B. are shown as well as other players and participants.
C. are shown as well as people scoring and more trophies being won.
D. are shown back to back as well as players cheering and celebrating.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
15751.0,Putting in contact lenses,"Then she take off hr glasses and show how to put the contact on the eye, she grab it with the index finger and put it in the eye. and",C,"Context:
""Then she take off hr glasses and show how to put the contact on the eye, she grab it with the index finger and put it in the eye. and""

Which of the following endings best completes the context?

Choices:
A. then put the contact in her eye to work.
B. finally puts the lens popped with the thumb and rub the glass on the skin.
C. then she do the same with the other contac in her other eye.
D. then puts put her finger halfway in to the eye, then close the contact screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
50119.0,River tubing,"After, people sail down the river drinking from cans. A man swing holding a rope attached to a tree. again",C,"Context:
""After, people sail down the river drinking from cans. A man swing holding a rope attached to a tree. again""

Which of the following endings best completes the context?

Choices:
A. , kids ride down a river with bikes.
B. the people sail down the river holding ropes attached to tree pipes.
C. , people take a rest while drinking, after they continue sailing on the boats.
D. , a man sail as he spins and lands on the air.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
31292.0,Using parallel bars,"An infographic appears, showing his name to be danell leyva from the usa. He steps up to a parallel bars and waves. he",D,"Context:
""An infographic appears, showing his name to be danell leyva from the usa. He steps up to a parallel bars and waves. he""

Which of the following endings best completes the context?

Choices:
A. then begins to do ab exercises on the bars.
B. joins some other men, two at a time.
C. opens his hands wide, then begins his routine with jumping three self parallel bars.
D. performs his routine, executing many flips and handstands.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
3863.0,Surfing,Two men walk along the beach with their surfboards. They enter the water and the surfer with the white board catches a wave. white board,A,"Context:
""Two men walk along the beach with their surfboards. They enter the water and the surfer with the white board catches a wave. white board""

Which of the following endings best completes the context?

Choices:
A. catches another wave as the blue board opts out, more waves taken by white board are shown.
B. surfers race in couples to avoid the rough waters of the water.
C. surfers pass underneath a bus.
D. in the water closes the distance with pool screens.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
39037.0,Pole vault,"The man in gray shirt on the side is holding a long pole, while a bald man is raising the flags. the athlete",A,"Context:
""The man in gray shirt on the side is holding a long pole, while a bald man is raising the flags. the athlete""

Which of the following endings best completes the context?

Choices:
A. picked up the stick and did another high jump.
B. hold his pole and does a push up to the first pole followed by a belly down.
C. ran on the paved field and jumped specific rope while waving.
D. picks up the pole and swing around while holding the pole.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
31543.0,Playing violin,Various shots of a city are shown followed by a girl playing violin and many other watching. another girl,B,"Context:
""Various shots of a city are shown followed by a girl playing violin and many other watching. another girl""

Which of the following endings best completes the context?

Choices:
A. is seen speaking to the camera and then moving another to another side.
B. steps in and joins her by singing and several others join in to sing as well.
C. continues playing with her violin while looking around and pausing to dip it into a bucket.
D. plays instruments with the camera continuously showing them while others walk around and do the same.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
9221.0,Using uneven bars,Little girl is making balance in parallels and jump into a pool. Woman is standing in the botom of the parallels. little girl wearing a green bdy,A,"Context:
""Little girl is making balance in parallels and jump into a pool. Woman is standing in the botom of the parallels. little girl wearing a green bdy""

Which of the following endings best completes the context?

Choices:
A. is coming out the pool.
B. is doing gymnastics on the pole.
C. yoo-bra is doing gymnastics in a gymnastics fashion.
D. is holding on to the front of woman's hair.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
29000.0,Playing ice hockey,A graphic shows the number 3 followed by clips from a hockey game. A graphic shows the number 2 followed by clips from a hockey game. a graphic,A,"Context:
""A graphic shows the number 3 followed by clips from a hockey game. A graphic shows the number 2 followed by clips from a hockey game. a graphic""

Which of the following endings best completes the context?

Choices:
A. shows the number 1 followed by clips from a hockey game.
B. shows the number 4 followed by more clips of hockey games.
C. displaying number 3 is shown followed by a man closed in.
D. shows the number 3 being shown.

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
