question,subject,split,answer,final_prompt,len_tk_llama3.1_8b_instruct
What is the meaning of international legal personality?,international_law,test-00000-of-00001,B,"What is the meaning of international legal personality?

Choices:
A. It means that only States are considered subjects of international law
B. It means having rights and duties under international law and a capacity to enforce these by or against the relevant actor
C. It means that an entity may challenge the authority of States
D. It is a term that is meant to denote legal, as opposed, to physical persons under international law

Reply with exactly one uppercase letter out of A, B, C, or D.
",104
 Which of the following best characterizes de Marneffe's view?,moral_disputes,test-00000-of-00001,D," Which of the following best characterizes de Marneffe's view?

Choices:
A. The use, sale, and manufacturing of drugs should be legal.
B. The use, sale, and manufacturing of drugs should be illegal.
C. The use of drugs should be legal, but the sale and manufacturing of them should be illegal.
D. The use of drugs should be illegal, but the sale and manufacturing of them should be legal.

Reply with exactly one uppercase letter out of A, B, C, or D.
",106
"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?",miscellaneous,test-00000-of-00001,A,"A teacher reads aloud Where the Wild Things Are, a picture storybook in which a boy named Max encounters wild monsters that are vividly portrayed. The teacher then shows the students picture cards depicting scenes from the beginning, middle, and end of the story. Which of the following concepts of literary structure is the teacher helping students understand?

Choices:
A. Plot sequence
B. Point of view
C. Character development
D. Setting

Reply with exactly one uppercase letter out of A, B, C, or D.
",106
Structural geologists study rock formations to determine the type of environment in which the rocks formed and the events that shaped the rocks. Paleontologists study fossils found in rock formations. Scientists in both these fields have a common interest in discovering the,,auxiliary_train-00000-of-00001,A,"Structural geologists study rock formations to determine the type of environment in which the rocks formed and the events that shaped the rocks. Paleontologists study fossils found in rock formations. Scientists in both these fields have a common interest in discovering the

Choices:
A. history and processes of Earth.
B. elements that make up the crust.
C. types of minerals that make up sediments.
D. relationships between Earth and other planets.

Reply with exactly one uppercase letter out of A, B, C, or D.
",106
A person cuts down a living oak tree. The person burns the wood from the oak tree to boil water. Which sequence correctly orders the energy transformations that occurred from the living tree to the boiling of water?,,auxiliary_train-00000-of-00001,A,"A person cuts down a living oak tree. The person burns the wood from the oak tree to boil water. Which sequence correctly orders the energy transformations that occurred from the living tree to the boiling of water?

Choices:
A. light energy → chemical energy → thermal energy
B. thermal energy → chemical energy → light energy
C. chemical energy → mechanical energy → electrical energy
D. electrical energy → mechanical energy → chemical energy

Reply with exactly one uppercase letter out of A, B, C, or D.
",105
" Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers.
A ⊃ ~B and B ⊃ A",formal_logic,validation-00000-of-00001,C," Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers.
A ⊃ ~B and B ⊃ A

Choices:
A. Logically equivalent
B. Contradictory
C. Neither logically equivalent nor contradictory, but consistent
D. Inconsistent

Reply with exactly one uppercase letter out of A, B, C, or D.
",104
Darla and Janice are two moms raising a son Timmy. Which of the following most likely characterizes Timmy?,human_sexuality,test-00000-of-00001,C,"Darla and Janice are two moms raising a son Timmy. Which of the following most likely characterizes Timmy?

Choices:
A. He will probably grow up to be gay.
B. He will not be popular with his peers.
C. As long as Timmy has at least one supportive and accepting caregiver he will have a healthy development.
D. His social skills will lag behind his peers who are raised in heterosexual families.

Reply with exactly one uppercase letter out of A, B, C, or D.
",106
"When studying planetary data, Jackie found some similarities and differences among the planets that make up the solar system. Which generalization is true about the orbits of the major planets in the solar system?",,auxiliary_train-00000-of-00001,B,"When studying planetary data, Jackie found some similarities and differences among the planets that make up the solar system. Which generalization is true about the orbits of the major planets in the solar system?

Choices:
A. Planetary orbits have the same plane.
B. Planetary orbits are mostly elliptical in shape.
C. Planets orbit at the same speed around the Sun.
D. Planets orbit in different directions around the Sun.

Reply with exactly one uppercase letter out of A, B, C, or D.
",105
"The neuropsychological evaluation of a 70-year-old retired professional indicates low average intelligence with poor problem-solving, word- finding difficulty, poor visuomotor coordination, and definite memory impairment. The patient has limited awareness of these deficits. The most probable diagnosis is",professional_psychology,test-00000-of-00001,A,"The neuropsychological evaluation of a 70-year-old retired professional indicates low average intelligence with poor problem-solving, word- finding difficulty, poor visuomotor coordination, and definite memory impairment. The patient has limited awareness of these deficits. The most probable diagnosis is

Choices:
A. Dementia of the Alzheimer's Type
B. pseudodementia
C. Korsakoff’s syndrome
D. normal aging effects

Reply with exactly one uppercase letter out of A, B, C, or D.
",105
" In response to the worry that the freedom of association could justify immigration policies that exclude entry to members of a given race, Wellman claims that",moral_disputes,test-00000-of-00001,A," In response to the worry that the freedom of association could justify immigration policies that exclude entry to members of a given race, Wellman claims that

Choices:
A. such a policy would wrongly disrespect existing citizens who belong to that race.
B. this is an implication of the freedom of association that we must accept.
C. this is an unavoidable implication of all philosophical positions on immigration policy.
D. none of the above

Reply with exactly one uppercase letter out of A, B, C, or D.
",103
"The accused made a confession to the police, but his defense attorney needs to find out if the confession is admissible. In which of the following situations would a confession be inadmissible?",professional_law,test-00000-of-00001,A,"The accused made a confession to the police, but his defense attorney needs to find out if the confession is admissible. In which of the following situations would a confession be inadmissible?

Choices:
A. The defendant's statement was involuntary.
B. The defendant's statement was voluntary.
C. The defendant was not in custody when the statement was made.
D. The statement was not made in response to a known police interrogation.

Reply with exactly one uppercase letter out of A, B, C, or D.
",105
Margaret Mead suggested that:,sociology,test-00000-of-00001,A,"Margaret Mead suggested that:

Choices:
A. adolescence and gender roles varied between societies and so were culturally determined
B. gender roles in three New Guinea societies were identical and so must be biologically determined
C. adolescence in the USA is a time of relative calm compared to the experience in Japan and Europe
D. anthropological fieldwork can be problematic because the researcher's values affect the way they interpret their observations

Reply with exactly one uppercase letter out of A, B, C, or D.
",104
"Two seismographs are placed 500 km from an active fault line, one on each side of the active fault line. During an earthquake, what most likely accounts for the different readings on the seismographs?",,auxiliary_train-00000-of-00001,D,"Two seismographs are placed 500 km from an active fault line, one on each side of the active fault line. During an earthquake, what most likely accounts for the different readings on the seismographs?

Choices:
A. the pull of gravity on the waves
B. the interaction of light with waves
C. the differences in the strength of the waves' origins
D. the different media through which the waves travel

Reply with exactly one uppercase letter out of A, B, C, or D.
",106
"What is the due date of a federal estate tax return (Form 706), for a taxpayer who died on May 15, year 2, assuming that a request for an extension of time is not filed?",professional_accounting,test-00000-of-00001,D,"What is the due date of a federal estate tax return (Form 706), for a taxpayer who died on May 15, year 2, assuming that a request for an extension of time is not filed?

Choices:
A. September 15, year 2.
B. December 31, year 2.
C. January 31, year 3.
D. February 15, year 3.

Reply with exactly one uppercase letter out of A, B, C, or D.
",103
"Due to the increasing average temperature of the atmosphere, polar ice sheets melt at a greater rate than they form. Which of these will be an effect of the continued melting of polar ice?",,auxiliary_train-00000-of-00001,A,"Due to the increasing average temperature of the atmosphere, polar ice sheets melt at a greater rate than they form. Which of these will be an effect of the continued melting of polar ice?

Choices:
A. A major reservoir of fresh water will decrease.
B. Plant life will increase due to higher sea levels.
C. Water runoff will cause an increase in ocean salinity.
D. Ocean temperature will decrease with the addition of cold water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",106
What should a public relations media practitioner do if she does not know the answer to a reporter's question?,public_relations,dev-00000-of-00001,C,"What should a public relations media practitioner do if she does not know the answer to a reporter's question?

Choices:
A. Give the reporter other information she is certain is correct.
B. Say that the information is 'off the record' and will be disseminated later.
C. Say 'I don't know' and promise to provide the information later.
D. Say 'no comment,' rather than appear uninformed.

Reply with exactly one uppercase letter out of A, B, C, or D.
",103
 To say that an action is intrinsically permissible (a feature mentioned in the doctrine of double effect) is to say that,moral_disputes,test-00000-of-00001,A," To say that an action is intrinsically permissible (a feature mentioned in the doctrine of double effect) is to say that

Choices:
A. the action, apart from its effects, is morally permissible.
B. the action, only because of its effects, is morally permissible.
C. no actual person would ever endorse that action.
D. the action is valuable because of its relationship to things that are intrinsically valuable.

Reply with exactly one uppercase letter out of A, B, C, or D.
",105
"How many electrons, neutrons, and protons are in an atom of 52Cr?",high_school_chemistry,test-00000-of-00001,D,"How many electrons, neutrons, and protons are in an atom of 52Cr?

Choices:
A. 24 electrons, 24 protons, 24 neutrons
B. 27 electrons, 27 protons, 24 neutrons
C. 24 electrons, 28 protons, 24 neutrons
D. 24 electrons, 24 protons, 28 neutrons

Reply with exactly one uppercase letter out of A, B, C, or D.
",103
"Bob writes down a number between 1 and 1,000. Mary must identify that number by asking ""yes/no"" questions of Bob. Mary knows that Bob always tells the truth. If Mary uses an optimal strategy, then she will determine the answer at the end of exactly how many questions in the worst case?",college_computer_science,test-00000-of-00001,D,"Bob writes down a number between 1 and 1,000. Mary must identify that number by asking ""yes/no"" questions of Bob. Mary knows that Bob always tells the truth. If Mary uses an optimal strategy, then she will determine the answer at the end of exactly how many questions in the worst case?

Choices:
A. 1,000
B. 999
C. 500
D. 10

Reply with exactly one uppercase letter out of A, B, C, or D.
",106
Statement 1| The L2 penalty in a ridge regression is equivalent to a Laplace prior on the weights. Statement 2| There is at least one set of 4 points in R^3 that can be shattered by the hypothesis set of all 2D planes in R^3.,machine_learning,validation-00000-of-00001,D,"Statement 1| The L2 penalty in a ridge regression is equivalent to a Laplace prior on the weights. Statement 2| There is at least one set of 4 points in R^3 that can be shattered by the hypothesis set of all 2D planes in R^3.

Choices:
A. True, True
B. False, False
C. True, False
D. False, True

Reply with exactly one uppercase letter out of A, B, C, or D.
",104
Which of the following types of information would be included in total net assets in the statement of financial position for a nongovernmental not-for-profit organization?,professional_accounting,test-00000-of-00001,C,"Which of the following types of information would be included in total net assets in the statement of financial position for a nongovernmental not-for-profit organization?

Choices:
A. Total current net assets and total other assets.
B. Total current assets and restricted assets.
C. Unrestricted net assets, temporarily restricted net assets, and permanently restricted net assets.
D. Unrestricted net assets, restricted net assets, and total current assets.

Reply with exactly one uppercase letter out of A, B, C, or D.
",105
A compilation of financial statements in accordance with Statements on Standards for Accounting and Review Services is limited to presenting,professional_accounting,test-00000-of-00001,C,"A compilation of financial statements in accordance with Statements on Standards for Accounting and Review Services is limited to presenting

Choices:
A. Accounting data that conforms with a special purpose framework other than GAAP.
B. Unaudited financial statements that omit substantially all required GAAP disclosures.
C. Information in the form of financial statements that is the representation of management.
D. Supplementary financial information that has been subjected to inquiry and analytical procedures.

Reply with exactly one uppercase letter out of A, B, C, or D.
",104
Which of the following programs is most likely to benefit from the use of a heuristic?,high_school_computer_science,test-00000-of-00001,C,"Which of the following programs is most likely to benefit from the use of a heuristic?

Choices:
A. A program that calculates a student's grade based on the student's quiz and homework scores
B. A program that encrypts a folder of digital files
C. A program that finds the shortest driving route between two locations on a map
D. A program that sorts a list of numbers in order from least to greatest

Reply with exactly one uppercase letter out of A, B, C, or D.
",104
A researcher observes that an organism placed in a glass container filled with water moves away when a penlight is focused on the container. The researcher concludes that the organism is light sensitive. Which other explanation for the organism's response to the light is most possible?,,auxiliary_train-00000-of-00001,D,"A researcher observes that an organism placed in a glass container filled with water moves away when a penlight is focused on the container. The researcher concludes that the organism is light sensitive. Which other explanation for the organism's response to the light is most possible?

Choices:
A. The organism avoids radio waves.
B. The organism avoids gamma rays.
C. The organism moves away from vibrations.
D. The organism moves away from heat sources.

Reply with exactly one uppercase letter out of A, B, C, or D.
",106
An American firm moves a manufacturing plant from the United States to Brazil. How will this affect gross domestic product (GDP) in the United States and in Brazil?,high_school_macroeconomics,test-00000-of-00001,D,"An American firm moves a manufacturing plant from the United States to Brazil. How will this affect gross domestic product (GDP) in the United States and in Brazil?

Choices:
A. U.S. GDP falls and Brazil's GDP falls.
B. U.S. GDP rises and Brazil's GDP falls.
C. U.S. GDP falls and Brazil's GDP remains constant.
D. U.S. GDP falls and Brazil's GDP rises.

Reply with exactly one uppercase letter out of A, B, C, or D.
",106
Rhea is a moon of Saturn. Which of these facts about Rhea best indicates that it does not have a water cycle in which water changes state?,,auxiliary_train-00000-of-00001,D,"Rhea is a moon of Saturn. Which of these facts about Rhea best indicates that it does not have a water cycle in which water changes state?

Choices:
A. Its radius is 765 km.
B. Its density is about 1.3 kg/m3.
C. Its period of rotation is about 4.5 Earth days.
D. Its temperature is between -174°C and -220°C.

Reply with exactly one uppercase letter out of A, B, C, or D.
",103
Which of the following was one social effect of the Second World War on the United States home front during the war years?,miscellaneous,validation-00000-of-00001,A,"Which of the following was one social effect of the Second World War on the United States home front during the war years?

Choices:
A. The proportion of women in the workforce increased substantially.
B. Social segregation between African Americans and Whites in the southern United States rapidly diminished.
C. The baby boom caused rapid population growth during the war.
D. The generation gap grew more pronounced because many young people were alienated from the war effort.

Reply with exactly one uppercase letter out of A, B, C, or D.
",106
"In a food pyramid, which best explains why the number of organisms decreases from one trophic level to the next?",,auxiliary_train-00000-of-00001,B,"In a food pyramid, which best explains why the number of organisms decreases from one trophic level to the next?

Choices:
A. Consumers at the lower level require more energy than the top-level consumers.
B. Consumers at the top level require more energy than the lower-level consumers.
C. The consumers are feeding on larger organisms that have less energy.
D. The consumers are feeding on smaller organisms that have less energy.

Reply with exactly one uppercase letter out of A, B, C, or D.
",104
"Laundry detergents were once manufactured to contain high concentrations of phosphorus compounds. When waste water containing these compounds ran off into lakes, the phosphorous became a nutrient to algae. As algae populations increased in the lakes, succession accelerated. Over a long time, which would a lake become as a result of the phosphorous in the detergent?",,auxiliary_train-00000-of-00001,C,"Laundry detergents were once manufactured to contain high concentrations of phosphorus compounds. When waste water containing these compounds ran off into lakes, the phosphorous became a nutrient to algae. As algae populations increased in the lakes, succession accelerated. Over a long time, which would a lake become as a result of the phosphorous in the detergent?

Choices:
A. canyon
B. desert
C. swamp
D. river

Reply with exactly one uppercase letter out of A, B, C, or D.
",105
"Generally, the deeper rock layers of Earth are older than shallower rock layers. How can the collision of two tectonic plates change the order of the rock layers?",,auxiliary_train-00000-of-00001,C,"Generally, the deeper rock layers of Earth are older than shallower rock layers. How can the collision of two tectonic plates change the order of the rock layers?

Choices:
A. The rock layers contain pollutants that dissolve soil.
B. The rock layers lack water due to extended droughts.
C. The rock layers are compressed forming faults and folds.
D. The rock layers are moved closer to rivers which erode landforms.

Reply with exactly one uppercase letter out of A, B, C, or D.
",106
"In general, how do conservatives and liberals differ when it comes to defense spending?",us_foreign_policy,test-00000-of-00001,C,"In general, how do conservatives and liberals differ when it comes to defense spending?

Choices:
A. Conservatives are skeptical of increases in defense spending; liberals advocate increases in defense spending.
B. Conservatives favor social spending over defense spending; liberals favor defense spending over social spending.
C. Conservatives advocate increases in defense spending; liberals are generally skeptical of increases in defense spending.
D. Conservatives emphasize strong economies; liberals emphasize strong military readiness.

Reply with exactly one uppercase letter out of A, B, C, or D.
",104
"Which of the following, discovered during an audit, most likely would raise a question concerning possible illegal acts?",professional_accounting,test-00000-of-00001,B,"Which of the following, discovered during an audit, most likely would raise a question concerning possible illegal acts?

Choices:
A. Related party transactions, although properly disclosed, were pervasive during the year.
B. The entity prepared several large checks payable to cash during the year.
C. Material internal control weaknesses previously reported to management were not corrected.
D. The entity was a campaign contributor to several local political candidates during the year.

Reply with exactly one uppercase letter out of A, B, C, or D.
",103
Why is Catalhoyuk in central Turkey regarded as a large village but not a city?,prehistory,test-00000-of-00001,A,"Why is Catalhoyuk in central Turkey regarded as a large village but not a city?

Choices:
A. There were no palaces, public architecture, and little evidence for status differentiation.
B. There was no evidence for food storage, domesticated animals, or buildings.
C. There were no works of art, rituals, or activities associated with cities.
D. There was no evidence for monumental architecture or roads.

Reply with exactly one uppercase letter out of A, B, C, or D.
",103
"Franklin wants to know how fast he runs different distances. He uses a stopwatch to measure the time it takes him to complete a 50-meter, 100-meter, and 200-meter race. How can he calculate his speed for each race?",,auxiliary_train-00000-of-00001,B,"Franklin wants to know how fast he runs different distances. He uses a stopwatch to measure the time it takes him to complete a 50-meter, 100-meter, and 200-meter race. How can he calculate his speed for each race?

Choices:
A. Add the distances and the times.
B. Divide the distances by the times.
C. Multiply the distances by the times.
D. Subtract the distances from the times.

Reply with exactly one uppercase letter out of A, B, C, or D.
",106
The light reactions of photosynthesis supply the Calvin cycle with which of the following?,high_school_biology,test-00000-of-00001,B,"The light reactions of photosynthesis supply the Calvin cycle with which of the following?

Choices:
A. The light reactions provide oxygen for the light-independent reactions.
B. ATP and NADPH provide the power and raw materials for the Calvin cycle.
C. Water entering the plant through the roots provides hydrogen directly to the Calvin cycle.
D. CO2 released by the light-dependent reactions provides the raw material for the Calvin cycle.

Reply with exactly one uppercase letter out of A, B, C, or D.
",103
"In reference to a segment of DNA, which of the following molecules contains the fewest number of nucleotides?",high_school_biology,test-00000-of-00001,D,"In reference to a segment of DNA, which of the following molecules contains the fewest number of nucleotides?

Choices:
A. a single strand of the original DNA segment
B. a single strand of the original DNA segment after a point mutation
C. the primary RNA transcript (before splicing) from the original DNA
D. a single strand of complementary DNA (cDNA) made from the original DNA

Reply with exactly one uppercase letter out of A, B, C, or D.
",103
"A city has a population of 250,000 cases and 400 deaths each year from this disease. There are 2,500 deaths per year from all causes. The prevalence of this disease is given by",virology,test-00000-of-00001,D,"A city has a population of 250,000 cases and 400 deaths each year from this disease. There are 2,500 deaths per year from all causes. The prevalence of this disease is given by

Choices:
A. 400/250,000
B. 600/250,000
C. 1,000/250,000
D. 2,500/250,000

Reply with exactly one uppercase letter out of A, B, C, or D.
",103
"In Sub-Saharan Africa, as of 2020,",global_facts,test-00000-of-00001,C,"In Sub-Saharan Africa, as of 2020,

Choices:
A. no nation has been able to grow in the past years.
B. the Democratic Republic of Congo has become poorer than it initially was in 1980.
C. some countries have had relatively significant growth rates.
D. some countries have had relatively significant growth rates, but the Democratic Republic of Congo has become poorer than it initially was in 1980.

Reply with exactly one uppercase letter out of A, B, C, or D.
",104
Some strains of viruses can change normal mammalian cells into cancer cells in vitro. This transformation of the mammalian cell is usually associated with the,high_school_biology,test-00000-of-00001,B,"Some strains of viruses can change normal mammalian cells into cancer cells in vitro. This transformation of the mammalian cell is usually associated with the

Choices:
A. formation of a pilus between the mammalian cell and the virus
B. incorporation of the viral genome into the mammalian cell's nuclear DNA
C. conversion of the host's genome into the viral DNA
D. release of spores into the mammalian cell

Reply with exactly one uppercase letter out of A, B, C, or D.
",106
The principles of xeriscaping are best exemplified by a homeowner who,miscellaneous,test-00000-of-00001,D,"The principles of xeriscaping are best exemplified by a homeowner who

Choices:
A. installs an in-ground sprinkler system that operates on a timer
B. lowers the cutting height on the lawn mower to reduce the surface area in contact with the cutting blade
C. increases the use of fertilizer on the turfgrass to promote growth
D. replaces nonnative ornamentals with native shrubs that do not require irrigation

Reply with exactly one uppercase letter out of A, B, C, or D.
",105
Filibusters are less likely to occur in the House of Representatives than in the Senate because,high_school_government_and_politics,test-00000-of-00001,D,"Filibusters are less likely to occur in the House of Representatives than in the Senate because

Choices:
A. Senate decorum forbids one senator from attempting to stop another's speech
B. the House meets for substantially fewer hours per day than does the Senate
C. Senate sessions, unlike House sessions, are open to the public
D. debate in the House is in most instances strictly regulated by the rules

Reply with exactly one uppercase letter out of A, B, C, or D.
",103
"According to COSO, an effective approach to monitoring internal control involves each of the following steps, except",professional_accounting,test-00000-of-00001,B,"According to COSO, an effective approach to monitoring internal control involves each of the following steps, except

Choices:
A. Establishing a foundation for monitoring.
B. Increasing the reliability of financial reporting and compliance with applicable laws and regulations.
C. Designing and executing monitoring procedures that are prioritized based on risks to achieve organizational objectives.
D. Assessing and reporting the results, including following up on corrective action where necessary.

Reply with exactly one uppercase letter out of A, B, C, or D.
",104
"If a threshold autoregressive (TAR) model is termed a ""SETAR"", what must be true about it?",econometrics,validation-00000-of-00001,C,"If a threshold autoregressive (TAR) model is termed a ""SETAR"", what must be true about it?

Choices:
A. It must follow a Markov process
B. The model must contain only two regimes
C. The state-determining variable must be the variable being modelled
D. The number of lagged variables on the RHS of the equations for each regime must be the same

Reply with exactly one uppercase letter out of A, B, C, or D.
",103
"At breakfast, lunch, and dinner, Joe randomly chooses with equal probabilities either an apple, an orange, or a banana to eat. On a given day, what is the probability that Joe will eat at least two different kinds of fruit?",high_school_mathematics,test-00000-of-00001,B,"At breakfast, lunch, and dinner, Joe randomly chooses with equal probabilities either an apple, an orange, or a banana to eat. On a given day, what is the probability that Joe will eat at least two different kinds of fruit?

Choices:
A. \frac{7}{9}
B. \frac{8}{9}
C. \frac{5}{9}
D. \frac{9}{11}

Reply with exactly one uppercase letter out of A, B, C, or D.
",104
Which of the following factors should an external auditor obtain updated information about when assessing an internal auditor’s competence?,professional_accounting,test-00000-of-00001,B,"Which of the following factors should an external auditor obtain updated information about when assessing an internal auditor’s competence?

Choices:
A. The reporting status of the internal auditor within the organization.
B. The educational level and professional experiences of the internal auditor.
C. Whether policies prohibit the internal auditor from auditing areas where relatives are employed.
D. Whether the board of directors, audit committee, or owner-manager oversees employment decisions related to the internal auditor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",106
"If two non-zero vectors are added together, and the resultant vector is zero, what must be true of the two vectors?",high_school_physics,test-00000-of-00001,B,"If two non-zero vectors are added together, and the resultant vector is zero, what must be true of the two vectors?

Choices:
A. They have equal magnitude and are pointed in the same direction.
B. They have equal magnitude and are pointed in opposite directions.
C. They have different magnitudes and are pointed in opposite directions.
D. It is not possible for the sum of two non-zero vectors to be zero.

Reply with exactly one uppercase letter out of A, B, C, or D.
",104
A store sells 107 different colors of paint. They have 25 cans of each color in storage. The number of cans of paint the store has in storage can be found using the expression below. 107 × 25. How many cans of paint does the store have in storage?,elementary_mathematics,dev-00000-of-00001,B,"A store sells 107 different colors of paint. They have 25 cans of each color in storage. The number of cans of paint the store has in storage can be found using the expression below. 107 × 25. How many cans of paint does the store have in storage?

Choices:
A. 749
B. 2,675
C. 2,945
D. 4,250

Reply with exactly one uppercase letter out of A, B, C, or D.
",104
 Little suggests that we should think about the abortion issue in terms of degrees and layers because,moral_disputes,test-00000-of-00001,C," Little suggests that we should think about the abortion issue in terms of degrees and layers because

Choices:
A. the fetus gains a more certain claim to the right to life over time.
B. the fetus gains more capacities over time.
C. a gestating mother is somewhere in between a mere biological mother and a mother in a thick, normative sense.
D. the gestating mother has different degrees and layers of preferences.

Reply with exactly one uppercase letter out of A, B, C, or D.
",104
Birds that do not receive adequate nutrition during development sing less often and for shorter periods of time as adult birds. Which best describes the outcome of nutritional stress in these songbirds?,,auxiliary_train-00000-of-00001,D,"Birds that do not receive adequate nutrition during development sing less often and for shorter periods of time as adult birds. Which best describes the outcome of nutritional stress in these songbirds?

Choices:
A. They are less likely to ward off predators.
B. They are less likely to obtain good nesting sites.
C. They are less likely to find adequate food supplies.
D. They are less likely to attract mates and pass on their genes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",106
Which of the following factors most likely would cause a CPA not to accept a new audit engagement?,professional_accounting,test-00000-of-00001,C,"Which of the following factors most likely would cause a CPA not to accept a new audit engagement?

Choices:
A. Management reputation for failing to provide schedules to prior auditors on a timely basis.
B. The CPA's inability to review the predecessor auditor's working papers.
C. Management's unwillingness to make all financial records available to the CPA.
D. The CPA's lack of understanding of the entity's operations and industry.

Reply with exactly one uppercase letter out of A, B, C, or D.
",104
One of the effects of the east–west orientation of the Alpine mountain system and the northern plains of western and central Europe is that it,high_school_geography,test-00000-of-00001,C,"One of the effects of the east–west orientation of the Alpine mountain system and the northern plains of western and central Europe is that it

Choices:
A. limits the marine climate of Europe to coastal areas
B. provides a corridor for communication between southern and northern Europe
C. enables marine-like climatic conditions to extend eastward into Germany and Poland
D. effectively prevents population movement between parts of the Mediterranean region

Reply with exactly one uppercase letter out of A, B, C, or D.
",103
A sand bag has a mass of 5kg and weight 50N on Earth. What is the mass and weight of this sand bag on a planet with half the gravity compared to Earth?,astronomy,test-00000-of-00001,C,"A sand bag has a mass of 5kg and weight 50N on Earth. What is the mass and weight of this sand bag on a planet with half the gravity compared to Earth?

Choices:
A. Mass 5kg weight 100N
B. Mass 5kg weight 50N
C. Mass 5kg weight 25N
D. Mass 10kg weight 100N

Reply with exactly one uppercase letter out of A, B, C, or D.
",103
"In rare cases, the residue of blood on ancient stone tools can:",prehistory,test-00000-of-00001,B,"In rare cases, the residue of blood on ancient stone tools can:

Choices:
A. prevent archaeologists from doing their research, since only forensic anthropologists can study bloody tools.
B. be used to identify the species of animals killed and likely eaten.
C. be used to predict the types of weapons that were not used for hunting.
D. none of the above; blood does not preserve and has never been identified on stone tools.

Reply with exactly one uppercase letter out of A, B, C, or D.
",106
"As Archie walks to the park, he wonders which route would be faster. He decides to walk to the park using different routes and times how long it takes. Which should he do to make his comparison fair?",,auxiliary_train-00000-of-00001,C,"As Archie walks to the park, he wonders which route would be faster. He decides to walk to the park using different routes and times how long it takes. Which should he do to make his comparison fair?

Choices:
A. walk to different parts of the park each day
B. walk with a different friend each day
C. walk at the same speed each day
D. walk at the same time of the day

Reply with exactly one uppercase letter out of A, B, C, or D.
",105
"Good morning! I'm Mike Brown. I am an English boy. My telephone number is five-four-five-zero-six-seven-eight. This is my room  . The quilt is blue. In the room, there are books  , a computer   and a pencil box  . There is a(n)i  _  n Mike's room.",,auxiliary_train-00000-of-00001,A,"Good morning! I'm Mike Brown. I am an English boy. My telephone number is five-four-five-zero-six-seven-eight. This is my room  . The quilt is blue. In the room, there are books  , a computer   and a pencil box  . There is a(n)i  _  n Mike's room.

Choices:
A. computer
B. orange
C. pencil
D. Telephone

Reply with exactly one uppercase letter out of A, B, C, or D.
",104
"Select the single most accurate statement about the absorptive area of the human intestine?
",nutrition,test-00000-of-00001,B,"Select the single most accurate statement about the absorptive area of the human intestine?


Choices:
A. The absorptive area is equivalent to that of a tennis court
B. All of the options given are correct
C. Changes in motility increase the contact time between nutrients and absorptive surface
D. The presence of folds, villi and microvilli on the surface of enterocytes magnifies the absorptive area

Reply with exactly one uppercase letter out of A, B, C, or D.
",104
Sometimes the object module produced by a compiler includes information (from the symbol table) mapping all source program names to their addresses. The most likely purpose of this information is,college_computer_science,validation-00000-of-00001,A,"Sometimes the object module produced by a compiler includes information (from the symbol table) mapping all source program names to their addresses. The most likely purpose of this information is

Choices:
A. for use as input to a debugging aid
B. to increase the run-time efficiency of the program
C. for the reduction of the symbol-table space needed by the compiler
D. to tell the loader where each variable belongs

Reply with exactly one uppercase letter out of A, B, C, or D.
",103
A point pole has a strength of 4π * 10^-4 weber. The force in newtons on a point pole of 4π * 1.5 * 10^-4 weber placed at a distance of 10 cm from it will be,electrical_engineering,dev-00000-of-00001,A,"A point pole has a strength of 4π * 10^-4 weber. The force in newtons on a point pole of 4π * 1.5 * 10^-4 weber placed at a distance of 10 cm from it will be

Choices:
A. 15 N.
B. 20 N.
C. 7.5 N.
D. 3.75 N.

Reply with exactly one uppercase letter out of A, B, C, or D.
",104
"If the point $(3,6)$ is on the graph of $y=g(x)$, and $h(x)=(g(x))^2$ for all $x$, then there is one point that must be on the graph of $y=h(x)$. What is the sum of the coordinates of that point?",high_school_mathematics,validation-00000-of-00001,C,"If the point $(3,6)$ is on the graph of $y=g(x)$, and $h(x)=(g(x))^2$ for all $x$, then there is one point that must be on the graph of $y=h(x)$. What is the sum of the coordinates of that point?

Choices:
A. 3
B. 6
C. 39
D. 36

Reply with exactly one uppercase letter out of A, B, C, or D.
",103
"What is the ionization constant, Ka, for a weak monoprotic acid if a 0.060 molar solution has a pH of 2.0?",high_school_chemistry,test-00000-of-00001,A,"What is the ionization constant, Ka, for a weak monoprotic acid if a 0.060 molar solution has a pH of 2.0?

Choices:
A. 2.0 × 10^-3
B. 2.0 × 10^-1
C. 1.7 × 10^-1
D. 5.0 × 10^-3

Reply with exactly one uppercase letter out of A, B, C, or D.
",103
